Simulation;Node;Local Preference;Next-hop;Path Length;Termination Time
1;40594;•;;0;0
1;40596;•;;0;0
1;40598;•;;0;0
1;40599;•;;0;0
1;40600;•;;0;0
1;40602;•;;0;0
1;40604;•;;0;0
1;40606;•;;0;0
1;40607;•;;0;0
1;40608;•;;0;0
1;40609;•;;0;0
1;40612;•;;0;0
1;40614;•;;0;0
1;40615;•;;0;0
1;40616;•;;0;0
1;40618;•;;0;0
1;40619;•;;0;0
1;40620;•;;0;0
1;40623;•;;0;0
1;40624;•;;0;0
1;40625;•;;0;0
1;40626;•;;0;0
1;40627;•;;0;0
1;40628;•;;0;0
1;40630;•;;0;0
1;40631;•;;0;0
1;40632;•;;0;0
1;40635;•;;0;0
1;40636;•;;0;0
1;40638;•;;0;0
1;40639;•;;0;0
1;40641;•;;0;0
1;40642;•;;0;0
1;40644;•;;0;0
1;40645;•;;0;0
1;40646;•;;0;0
1;40647;•;;0;0
1;40648;•;;0;0
1;40651;•;;0;0
1;40654;•;;0;0
1;40655;•;;0;0
1;40656;•;;0;0
1;40657;•;;0;0
1;40658;•;;0;0
1;40661;•;;0;0
1;40662;•;;0;0
1;40664;•;;0;0
1;40666;•;;0;0
1;40667;•;;0;0
1;40668;•;;0;0
1;40669;•;;0;0
1;40670;•;;0;0
1;40673;•;;0;0
1;40674;•;;0;0
1;40675;•;;0;0
1;40676;p;52863;3;6
1;40677;•;;0;0
1;40680;•;;0;0
1;40681;•;;0;0
1;40683;•;;0;0
1;40684;•;;0;0
1;40685;•;;0;0
1;40686;•;;0;0
1;40687;•;;0;0
1;40689;•;;0;0
1;40691;•;;0;0
1;40693;•;;0;0
1;40694;•;;0;0
1;40695;•;;0;0
1;40701;•;;0;0
1;40702;•;;0;0
1;40703;•;;0;0
1;40704;•;;0;0
1;40709;•;;0;0
1;40710;•;;0;0
1;40711;•;;0;0
1;40713;•;;0;0
1;40715;•;;0;0
1;40716;•;;0;0
1;40717;•;;0;0
1;40718;•;;0;0
1;40719;•;;0;0
1;40720;•;;0;0
1;40721;•;;0;0
1;40722;•;;0;0
1;40723;•;;0;0
1;40724;•;;0;0
1;40725;•;;0;0
1;40726;•;;0;0
1;40727;•;;0;0
1;40728;•;;0;0
1;40729;•;;0;0
1;40731;p;28394;7;14
1;40732;•;;0;0
1;40734;•;;0;0
1;40735;•;;0;0
1;40736;•;;0;0
1;40737;•;;0;0
1;40738;•;;0;0
1;40739;•;;0;0
1;40740;•;;0;0
1;40742;•;;0;0
1;40743;•;;0;0
1;40744;•;;0;0
1;40745;•;;0;0
1;40746;•;;0;0
1;40747;•;;0;0
1;40748;•;;0;0
1;40749;•;;0;0
1;40751;•;;0;0
1;40752;•;;0;0
1;40754;•;;0;0
1;40755;•;;0;0
1;40757;•;;0;0
1;40758;•;;0;0
1;40760;•;;0;0
1;40761;•;;0;0
1;40762;•;;0;0
1;40763;•;;0;0
1;40764;•;;0;0
1;40765;•;;0;0
1;40766;•;;0;0
1;40768;•;;0;0
1;40769;•;;0;0
1;40771;•;;0;0
1;40772;•;;0;0
1;40773;•;;0;0
1;40774;•;;0;0
1;40777;•;;0;0
1;40778;•;;0;0
1;40779;•;;0;0
1;40780;•;;0;0
1;40781;•;;0;0
1;40782;•;;0;0
1;40784;•;;0;0
1;40786;•;;0;0
1;40788;•;;0;0
1;40790;•;;0;0
1;40791;•;;0;0
1;40793;•;;0;0
1;40794;•;;0;0
1;40795;•;;0;0
1;40796;•;;0;0
1;40798;•;;0;0
1;40799;•;;0;0
1;40800;•;;0;0
1;40802;•;;0;0
1;40803;•;;0;0
1;40804;•;;0;0
1;40805;•;;0;0
1;40807;•;;0;0
1;40808;•;;0;0
1;40809;•;;0;0
1;40810;•;;0;0
1;40811;•;;0;0
1;40812;•;;0;0
1;40813;•;;0;0
1;40814;•;;0;0
1;40816;•;;0;0
1;40817;•;;0;0
1;40818;•;;0;0
1;40819;•;;0;0
1;40823;•;;0;0
1;40824;•;;0;0
1;40825;•;;0;0
1;40827;•;;0;0
1;40828;•;;0;0
1;40831;•;;0;0
1;40832;•;;0;0
1;40833;•;;0;0
1;40834;•;;0;0
1;40835;•;;0;0
1;40836;•;;0;0
1;40837;•;;0;0
1;40839;•;;0;0
1;40841;•;;0;0
1;40842;•;;0;0
1;40844;•;;0;0
1;40845;•;;0;0
1;40847;•;;0;0
1;40848;•;;0;0
1;40849;•;;0;0
1;40851;•;;0;0
1;40852;•;;0;0
1;40853;•;;0;0
1;40854;•;;0;0
1;40857;•;;0;0
1;40858;•;;0;0
1;40860;•;;0;0
1;40861;•;;0;0
1;40862;•;;0;0
1;40863;•;;0;0
1;40864;•;;0;0
1;40866;•;;0;0
1;40867;•;;0;0
1;40868;•;;0;0
1;40870;•;;0;0
1;40872;•;;0;0
1;40875;•;;0;0
1;40877;•;;0;0
1;40878;•;;0;0
1;40879;•;;0;0
1;40880;•;;0;0
1;40882;•;;0;0
1;40883;•;;0;0
1;40884;•;;0;0
1;40885;•;;0;0
1;40886;•;;0;0
1;40887;•;;0;0
1;40889;•;;0;0
1;40890;•;;0;0
1;40891;•;;0;0
1;40892;•;;0;0
1;40894;•;;0;0
1;40895;•;;0;0
1;40898;•;;0;0
1;40900;•;;0;0
1;40901;•;;0;0
1;40902;•;;0;0
1;40903;•;;0;0
1;40905;•;;0;0
1;40907;•;;0;0
1;40908;•;;0;0
1;40909;•;;0;0
1;40910;•;;0;0
1;40911;•;;0;0
1;40913;•;;0;0
1;40914;•;;0;0
1;40915;•;;0;0
1;40916;•;;0;0
1;40917;•;;0;0
1;40918;•;;0;0
1;40919;•;;0;0
1;40920;•;;0;0
1;40922;•;;0;0
1;40923;•;;0;0
1;40926;•;;0;0
1;40930;•;;0;0
1;40931;•;;0;0
1;40932;•;;0;0
1;40933;•;;0;0
1;40934;•;;0;0
1;40940;•;;0;0
1;40941;•;;0;0
1;40942;•;;0;0
1;40943;•;;0;0
1;40944;•;;0;0
1;40945;•;;0;0
1;40946;•;;0;0
1;40947;•;;0;0
1;40948;•;;0;0
1;40949;•;;0;0
1;40951;•;;0;0
1;40952;•;;0;0
1;40953;•;;0;0
1;40954;•;;0;0
1;40955;•;;0;0
1;40956;•;;0;0
1;40961;•;;0;0
1;40966;•;;0;0
1;40967;•;;0;0
1;40968;•;;0;0
1;40969;•;;0;0
1;40971;•;;0;0
1;40973;•;;0;0
1;40975;•;;0;0
1;40976;•;;0;0
1;40977;•;;0;0
1;40978;•;;0;0
1;40980;•;;0;0
1;40981;•;;0;0
1;40982;•;;0;0
1;40983;•;;0;0
1;40984;•;;0;0
1;40987;•;;0;0
1;40988;•;;0;0
1;40989;•;;0;0
1;40992;•;;0;0
1;40993;•;;0;0
1;40994;•;;0;0
1;40995;•;;0;0
1;40997;•;;0;0
1;40998;•;;0;0
1;40999;•;;0;0
1;41000;•;;0;0
1;41001;•;;0;0
1;41003;•;;0;0
1;41004;•;;0;0
1;41005;•;;0;0
1;41006;•;;0;0
1;41007;•;;0;0
1;41008;•;;0;0
1;41009;•;;0;0
1;41011;•;;0;0
1;41012;•;;0;0
1;41014;•;;0;0
1;41015;•;;0;0
1;41016;•;;0;0
1;41017;•;;0;0
1;41018;•;;0;0
1;41019;•;;0;0
1;41021;•;;0;0
1;41022;•;;0;0
1;41023;•;;0;0
1;41024;•;;0;0
1;41026;•;;0;0
1;41027;•;;0;0
1;41028;•;;0;0
1;41029;•;;0;0
1;41030;•;;0;0
1;41032;•;;0;0
1;41033;•;;0;0
1;41034;•;;0;0
1;41035;•;;0;0
1;41036;•;;0;0
1;41037;•;;0;0
1;41038;•;;0;0
1;41039;•;;0;0
1;41040;•;;0;0
1;41041;•;;0;0
1;41043;•;;0;0
1;41044;•;;0;0
1;41045;•;;0;0
1;41046;•;;0;0
1;41047;•;;0;0
1;41049;•;;0;0
1;41050;•;;0;0
1;41051;•;;0;0
1;41054;•;;0;0
1;41055;•;;0;0
1;41056;•;;0;0
1;41057;•;;0;0
1;41058;•;;0;0
1;41060;•;;0;0
1;41061;•;;0;0
1;41062;•;;0;0
1;41063;•;;0;0
1;41064;•;;0;0
1;41065;•;;0;0
1;41066;•;;0;0
1;41067;•;;0;0
1;41068;•;;0;0
1;41070;•;;0;0
1;41071;•;;0;0
1;41072;•;;0;0
1;41073;•;;0;0
1;41074;•;;0;0
1;41075;•;;0;0
1;41076;•;;0;0
1;41077;•;;0;0
1;41079;•;;0;0
1;41081;•;;0;0
1;41082;•;;0;0
1;41083;•;;0;0
1;41084;•;;0;0
1;41085;•;;0;0
1;41086;•;;0;0
1;41087;•;;0;0
1;41088;•;;0;0
1;41090;•;;0;0
1;41091;•;;0;0
1;41092;•;;0;0
1;41094;•;;0;0
1;41095;p;48940;2;4
1;41096;•;;0;0
1;41097;•;;0;0
1;41098;•;;0;0
1;41099;•;;0;0
1;41100;•;;0;0
1;41102;•;;0;0
1;41103;•;;0;0
1;41104;•;;0;0
1;41105;•;;0;0
1;41106;•;;0;0
1;41107;•;;0;0
1;41108;•;;0;0
1;41109;•;;0;0
1;41110;•;;0;0
1;41112;•;;0;0
1;41114;•;;0;0
1;41115;•;;0;0
1;41116;•;;0;0
1;41118;•;;0;0
1;41119;•;;0;0
1;41121;•;;0;0
1;41122;•;;0;0
1;41123;•;;0;0
1;41124;•;;0;0
1;41125;•;;0;0
1;41127;•;;0;0
1;41129;•;;0;0
1;41131;•;;0;0
1;41132;•;;0;0
1;41133;•;;0;0
1;41134;•;;0;0
1;41135;•;;0;0
1;41136;•;;0;0
1;41137;•;;0;0
1;41143;•;;0;0
1;41148;•;;0;0
1;41150;•;;0;0
1;41151;•;;0;0
1;41152;•;;0;0
1;41153;•;;0;0
1;41155;•;;0;0
1;41157;•;;0;0
1;41159;•;;0;0
1;41160;•;;0;0
1;41161;•;;0;0
1;41162;•;;0;0
1;41163;•;;0;0
1;41164;•;;0;0
1;41165;•;;0;0
1;41166;•;;0;0
1;41167;•;;0;0
1;41169;•;;0;0
1;41171;•;;0;0
1;41172;•;;0;0
1;41174;•;;0;0
1;41175;•;;0;0
1;41176;•;;0;0
1;41177;•;;0;0
1;41178;•;;0;0
1;41179;•;;0;0
1;41180;•;;0;0
1;41182;•;;0;0
1;41183;•;;0;0
1;41184;•;;0;0
1;41185;•;;0;0
1;41187;•;;0;0
1;41188;•;;0;0
1;41190;•;;0;0
1;41191;•;;0;0
1;41193;•;;0;0
1;41195;•;;0;0
1;41198;•;;0;0
1;41200;•;;0;0
1;41201;•;;0;0
1;41202;•;;0;0
1;41203;•;;0;0
1;41205;•;;0;0
1;41206;•;;0;0
1;41207;•;;0;0
1;41209;•;;0;0
1;41210;•;;0;0
1;41211;•;;0;0
1;41212;•;;0;0
1;41213;•;;0;0
1;41214;•;;0;0
1;41215;•;;0;0
1;41216;•;;0;0
1;41217;•;;0;0
1;41218;•;;0;0
1;41219;•;;0;0
1;41220;•;;0;0
1;41221;•;;0;0
1;41223;•;;0;0
1;41226;•;;0;0
1;41227;•;;0;0
1;41228;•;;0;0
1;41229;•;;0;0
1;41230;•;;0;0
1;41231;•;;0;0
1;41232;•;;0;0
1;41233;•;;0;0
1;41234;•;;0;0
1;41235;•;;0;0
1;41236;•;;0;0
1;41238;•;;0;0
1;41240;•;;0;0
1;41242;•;;0;0
1;41243;•;;0;0
1;41244;•;;0;0
1;41245;•;;0;0
1;41246;•;;0;0
1;41247;•;;0;0
1;41249;•;;0;0
1;41251;•;;0;0
1;41253;•;;0;0
1;41256;•;;0;0
1;41257;•;;0;0
1;41258;•;;0;0
1;41259;•;;0;0
1;41260;•;;0;0
1;41264;•;;0;0
1;41265;•;;0;0
1;41266;•;;0;0
1;41268;•;;0;0
1;41269;•;;0;0
1;41270;•;;0;0
1;41271;•;;0;0
1;41272;•;;0;0
1;41273;•;;0;0
1;41275;•;;0;0
1;41279;•;;0;0
1;41280;•;;0;0
1;41281;•;;0;0
1;41283;•;;0;0
1;41284;•;;0;0
1;41285;•;;0;0
1;41288;•;;0;0
1;41289;•;;0;0
1;41290;•;;0;0
1;41291;•;;0;0
1;41292;•;;0;0
1;41293;•;;0;0
1;41294;•;;0;0
1;41295;•;;0;0
1;41296;•;;0;0
1;41297;•;;0;0
1;41299;•;;0;0
1;41301;•;;0;0
1;41302;•;;0;0
1;41303;•;;0;0
1;41305;•;;0;0
1;41306;•;;0;0
1;41307;•;;0;0
1;41308;•;;0;0
1;41310;•;;0;0
1;41311;•;;0;0
1;41312;•;;0;0
1;41313;p;6821;6;12
1;41314;•;;0;0
1;41316;•;;0;0
1;41317;•;;0;0
1;41318;•;;0;0
1;41319;•;;0;0
1;41320;•;;0;0
1;41321;•;;0;0
1;41322;•;;0;0
1;41323;•;;0;0
1;41324;•;;0;0
1;41325;•;;0;0
1;41327;•;;0;0
1;41328;•;;0;0
1;41329;•;;0;0
1;41330;•;;0;0
1;41331;•;;0;0
1;41332;•;;0;0
1;41334;•;;0;0
1;41336;•;;0;0
1;41337;•;;0;0
1;41338;•;;0;0
1;41339;•;;0;0
1;41340;•;;0;0
1;41341;•;;0;0
1;41343;•;;0;0
1;41344;•;;0;0
1;41345;•;;0;0
1;41346;•;;0;0
1;41349;•;;0;0
1;41350;•;;0;0
1;41352;•;;0;0
1;41354;•;;0;0
1;41356;•;;0;0
1;41357;•;;0;0
1;41358;•;;0;0
1;41359;•;;0;0
1;41360;•;;0;0
1;41362;•;;0;0
1;41363;•;;0;0
1;41364;•;;0;0
1;41366;•;;0;0
1;41367;•;;0;0
1;41368;•;;0;0
1;41369;•;;0;0
1;41370;•;;0;0
1;41371;•;;0;0
1;41372;•;;0;0
1;41373;•;;0;0
1;41375;•;;0;0
1;41376;•;;0;0
1;41377;•;;0;0
1;41378;•;;0;0
1;41379;•;;0;0
1;41380;•;;0;0
1;41381;•;;0;0
1;41383;•;;0;0
1;41384;•;;0;0
1;41385;•;;0;0
1;41386;•;;0;0
1;41388;•;;0;0
1;41389;•;;0;0
1;41390;•;;0;0
1;41391;•;;0;0
1;41394;•;;0;0
1;41397;•;;0;0
1;41399;•;;0;0
1;41400;•;;0;0
1;41401;•;;0;0
1;41403;•;;0;0
1;41404;•;;0;0
1;41405;•;;0;0
1;41406;•;;0;0
1;41407;•;;0;0
1;41409;•;;0;0
1;41410;•;;0;0
1;41411;•;;0;0
1;41412;•;;0;0
1;41413;•;;0;0
1;41414;•;;0;0
1;41415;•;;0;0
1;41417;•;;0;0
1;41418;•;;0;0
1;41419;•;;0;0
1;41420;•;;0;0
1;41421;•;;0;0
1;41422;•;;0;0
1;41424;•;;0;0
1;41427;•;;0;0
1;41430;•;;0;0
1;41431;•;;0;0
1;41432;•;;0;0
1;41433;•;;0;0
1;41434;•;;0;0
1;41435;•;;0;0
1;41436;•;;0;0
1;41437;•;;0;0
1;41442;•;;0;0
1;41443;•;;0;0
1;41446;•;;0;0
1;41451;•;;0;0
1;41452;•;;0;0
1;41453;•;;0;0
1;41454;•;;0;0
1;41455;•;;0;0
1;41458;•;;0;0
1;41460;•;;0;0
1;41461;•;;0;0
1;41464;•;;0;0
1;41465;•;;0;0
1;41467;•;;0;0
1;41468;•;;0;0
1;41469;•;;0;0
1;41471;•;;0;0
1;41473;•;;0;0
1;41474;•;;0;0
1;41475;•;;0;0
1;41476;•;;0;0
1;41477;•;;0;0
1;41478;•;;0;0
1;41480;•;;0;0
1;41481;•;;0;0
1;41482;•;;0;0
1;41483;•;;0;0
1;41484;•;;0;0
1;41485;•;;0;0
1;41486;•;;0;0
1;41488;•;;0;0
1;41489;•;;0;0
1;41491;•;;0;0
1;41492;•;;0;0
1;41493;•;;0;0
1;41494;•;;0;0
1;41495;•;;0;0
1;41496;•;;0;0
1;41497;•;;0;0
1;41500;•;;0;0
1;41502;•;;0;0
1;41503;•;;0;0
1;41504;•;;0;0
1;41505;•;;0;0
1;41506;•;;0;0
1;41507;•;;0;0
1;41508;•;;0;0
1;41509;•;;0;0
1;41510;•;;0;0
1;41512;•;;0;0
1;41513;•;;0;0
1;41514;•;;0;0
1;41515;•;;0;0
1;41516;•;;0;0
1;41517;•;;0;0
1;41519;•;;0;0
1;41521;•;;0;0
1;41522;•;;0;0
1;41524;•;;0;0
1;41525;•;;0;0
1;41526;•;;0;0
1;41527;•;;0;0
1;41528;•;;0;0
1;41529;•;;0;0
1;41530;•;;0;0
1;41531;•;;0;0
1;41534;•;;0;0
1;41535;•;;0;0
1;41536;•;;0;0
1;41537;•;;0;0
1;41538;•;;0;0
1;41540;•;;0;0
1;41541;•;;0;0
1;41543;•;;0;0
1;41544;•;;0;0
1;41548;•;;0;0
1;41549;•;;0;0
1;41550;•;;0;0
1;41551;•;;0;0
1;41552;•;;0;0
1;41553;•;;0;0
1;41554;•;;0;0
1;41555;•;;0;0
1;41556;•;;0;0
1;41557;•;;0;0
1;41558;•;;0;0
1;41560;•;;0;0
1;41561;•;;0;0
1;41562;•;;0;0
1;41563;•;;0;0
1;41564;•;;0;0
1;41566;•;;0;0
1;41567;•;;0;0
1;41568;•;;0;0
1;41569;•;;0;0
1;41570;•;;0;0
1;41571;•;;0;0
1;41573;•;;0;0
1;41575;•;;0;0
1;41576;•;;0;0
1;41577;•;;0;0
1;41578;•;;0;0
1;41579;•;;0;0
1;41580;•;;0;0
1;41582;•;;0;0
1;41583;•;;0;0
1;41584;•;;0;0
1;41585;•;;0;0
1;41586;•;;0;0
1;41587;•;;0;0
1;41588;•;;0;0
1;41589;•;;0;0
1;41590;•;;0;0
1;41591;•;;0;0
1;41594;•;;0;0
1;41596;•;;0;0
1;41599;•;;0;0
1;41600;•;;0;0
1;41601;•;;0;0
1;41605;•;;0;0
1;41606;•;;0;0
1;41608;•;;0;0
1;41609;•;;0;0
1;41610;•;;0;0
1;41611;•;;0;0
1;41612;•;;0;0
1;41615;•;;0;0
1;41616;•;;0;0
1;41617;•;;0;0
1;41618;•;;0;0
1;41619;•;;0;0
1;41620;•;;0;0
1;41621;•;;0;0
1;41622;•;;0;0
1;41623;•;;0;0
1;41624;•;;0;0
1;41625;•;;0;0
1;41626;•;;0;0
1;41627;•;;0;0
1;41628;•;;0;0
1;41630;•;;0;0
1;41631;•;;0;0
1;41632;•;;0;0
1;41633;•;;0;0
1;41634;•;;0;0
1;41635;•;;0;0
1;41636;•;;0;0
1;41637;•;;0;0
1;41638;•;;0;0
1;41639;•;;0;0
1;41640;•;;0;0
1;41643;•;;0;0
1;41644;•;;0;0
1;41645;•;;0;0
1;41646;•;;0;0
1;41647;•;;0;0
1;41648;•;;0;0
1;41649;•;;0;0
1;41650;•;;0;0
1;41651;•;;0;0
1;41652;•;;0;0
1;41653;•;;0;0
1;41654;•;;0;0
1;41655;•;;0;0
1;41656;•;;0;0
1;41659;•;;0;0
1;41660;•;;0;0
1;41661;•;;0;0
1;41662;•;;0;0
1;41664;•;;0;0
1;41665;•;;0;0
1;41666;•;;0;0
1;41667;•;;0;0
1;41668;•;;0;0
1;41669;•;;0;0
1;41670;•;;0;0
1;41671;•;;0;0
1;41672;•;;0;0
1;41676;•;;0;0
1;41677;•;;0;0
1;41678;•;;0;0
1;41679;•;;0;0
1;41680;•;;0;0
1;41681;•;;0;0
1;41682;•;;0;0
1;41683;•;;0;0
1;41685;•;;0;0
1;41686;•;;0;0
1;41688;•;;0;0
1;41689;•;;0;0
1;41690;•;;0;0
1;41691;•;;0;0
1;41692;•;;0;0
1;41694;•;;0;0
1;41695;•;;0;0
1;41696;•;;0;0
1;41697;•;;0;0
1;41698;•;;0;0
1;41699;•;;0;0
1;41700;•;;0;0
1;41701;•;;0;0
1;41703;•;;0;0
1;41704;•;;0;0
1;41705;•;;0;0
1;41706;•;;0;0
1;41707;•;;0;0
1;41708;•;;0;0
1;41709;•;;0;0
1;41710;•;;0;0
1;41712;•;;0;0
1;41714;•;;0;0
1;41716;•;;0;0
1;41717;•;;0;0
1;41718;•;;0;0
1;41719;•;;0;0
1;41720;•;;0;0
1;41721;•;;0;0
1;41722;•;;0;0
1;41723;•;;0;0
1;41724;•;;0;0
1;41726;•;;0;0
1;41727;•;;0;0
1;41728;•;;0;0
1;41729;•;;0;0
1;41730;•;;0;0
1;41731;•;;0;0
1;41732;•;;0;0
1;41733;•;;0;0
1;41734;•;;0;0
1;41735;•;;0;0
1;41736;•;;0;0
1;41737;•;;0;0
1;41738;•;;0;0
1;41739;•;;0;0
1;41740;•;;0;0
1;41741;•;;0;0
1;41743;•;;0;0
1;41744;•;;0;0
1;41745;•;;0;0
1;41746;•;;0;0
1;41748;•;;0;0
1;41749;•;;0;0
1;41750;•;;0;0
1;41751;•;;0;0
1;41753;•;;0;0
1;41754;•;;0;0
1;41755;•;;0;0
1;41758;•;;0;0
1;41763;•;;0;0
1;41764;•;;0;0
1;41765;•;;0;0
1;41766;•;;0;0
1;41768;•;;0;0
1;41770;•;;0;0
1;41771;•;;0;0
1;41773;•;;0;0
1;41774;•;;0;0
1;41775;•;;0;0
1;41776;•;;0;0
1;41777;•;;0;0
1;41779;•;;0;0
1;41781;•;;0;0
1;41782;•;;0;0
1;41783;•;;0;0
1;41784;•;;0;0
1;41785;•;;0;0
1;41786;•;;0;0
1;41787;•;;0;0
1;41788;•;;0;0
1;41789;•;;0;0
1;41790;•;;0;0
1;41791;•;;0;0
1;41793;•;;0;0
1;41794;•;;0;0
1;41795;•;;0;0
1;41796;•;;0;0
1;41798;•;;0;0
1;41799;•;;0;0
1;41800;•;;0;0
1;41801;•;;0;0
1;41802;•;;0;0
1;41803;•;;0;0
1;41805;p;208293;8;16
1;41806;•;;0;0
1;41807;•;;0;0
1;41808;•;;0;0
1;41809;•;;0;0
1;41810;•;;0;0
1;41811;•;;0;0
1;41812;•;;0;0
1;41813;•;;0;0
1;41814;•;;0;0
1;41816;•;;0;0
1;41817;•;;0;0
1;41818;•;;0;0
1;41819;•;;0;0
1;41820;•;;0;0
1;41821;•;;0;0
1;41822;•;;0;0
1;41826;•;;0;0
1;41827;•;;0;0
1;41828;•;;0;0
1;41829;•;;0;0
1;41831;•;;0;0
1;41832;•;;0;0
1;41833;•;;0;0
1;41834;•;;0;0
1;41835;•;;0;0
1;41836;•;;0;0
1;41837;•;;0;0
1;41838;•;;0;0
1;41839;•;;0;0
1;41841;•;;0;0
1;41842;•;;0;0
1;41843;•;;0;0
1;41844;•;;0;0
1;41845;•;;0;0
1;41847;•;;0;0
1;41848;•;;0;0
1;41849;•;;0;0
1;41850;•;;0;0
1;41853;•;;0;0
1;41854;•;;0;0
1;41855;•;;0;0
1;41856;•;;0;0
1;41858;•;;0;0
1;41859;•;;0;0
1;41861;•;;0;0
1;41862;•;;0;0
1;41864;•;;0;0
1;41865;•;;0;0
1;41866;•;;0;0
1;41868;•;;0;0
1;41870;•;;0;0
1;41871;•;;0;0
1;41872;•;;0;0
1;41873;•;;0;0
1;41875;•;;0;0
1;41876;•;;0;0
1;41877;•;;0;0
1;41878;•;;0;0
1;41879;•;;0;0
1;41880;•;;0;0
1;41881;•;;0;0
1;41884;•;;0;0
1;41885;•;;0;0
1;41886;•;;0;0
1;41887;•;;0;0
1;41889;•;;0;0
1;41890;•;;0;0
1;41892;•;;0;0
1;41893;•;;0;0
1;41894;•;;0;0
1;41895;•;;0;0
1;41896;•;;0;0
1;41897;•;;0;0
1;41898;•;;0;0
1;41901;•;;0;0
1;41902;•;;0;0
1;41904;•;;0;0
1;41906;•;;0;0
1;41907;•;;0;0
1;41909;•;;0;0
1;41910;•;;0;0
1;41911;•;;0;0
1;41913;•;;0;0
1;41914;•;;0;0
1;41915;•;;0;0
1;41916;•;;0;0
1;41917;•;;0;0
1;41919;•;;0;0
1;41921;•;;0;0
1;41922;•;;0;0
1;41923;•;;0;0
1;41924;•;;0;0
1;41925;•;;0;0
1;41926;•;;0;0
1;41927;•;;0;0
1;41928;•;;0;0
1;41929;•;;0;0
1;41930;•;;0;0
1;41931;•;;0;0
1;41932;•;;0;0
1;41933;•;;0;0
1;41935;•;;0;0
1;41936;•;;0;0
1;41937;•;;0;0
1;41938;•;;0;0
1;41940;•;;0;0
1;41941;•;;0;0
1;41942;•;;0;0
1;41943;•;;0;0
1;41944;•;;0;0
1;41945;•;;0;0
1;41946;•;;0;0
1;41949;•;;0;0
1;41950;•;;0;0
1;41951;•;;0;0
1;41952;•;;0;0
1;41953;•;;0;0
1;41954;•;;0;0
1;41955;•;;0;0
1;41956;•;;0;0
1;41957;•;;0;0
1;41959;•;;0;0
1;41960;•;;0;0
1;41961;•;;0;0
1;41962;•;;0;0
1;41965;•;;0;0
1;41966;•;;0;0
1;41967;•;;0;0
1;41969;•;;0;0
1;41970;•;;0;0
1;41971;•;;0;0
1;41973;•;;0;0
1;41974;•;;0;0
1;41975;•;;0;0
1;41976;•;;0;0
1;41978;•;;0;0
1;41980;•;;0;0
1;41981;•;;0;0
1;41983;•;;0;0
1;41984;•;;0;0
1;41985;•;;0;0
1;41986;•;;0;0
1;41987;•;;0;0
1;41988;•;;0;0
1;41989;•;;0;0
1;41990;•;;0;0
1;41992;•;;0;0
1;41993;•;;0;0
1;41994;•;;0;0
1;41997;•;;0;0
1;41998;•;;0;0
1;41999;•;;0;0
1;42000;•;;0;0
1;42001;•;;0;0
1;42002;•;;0;0
1;42003;•;;0;0
1;42004;•;;0;0
1;42005;•;;0;0
1;42007;•;;0;0
1;42008;•;;0;0
1;42009;•;;0;0
1;42010;•;;0;0
1;42011;•;;0;0
1;42012;•;;0;0
1;42013;•;;0;0
1;42014;•;;0;0
1;42016;•;;0;0
1;42017;•;;0;0
1;42018;•;;0;0
1;42019;•;;0;0
1;42020;p;31126;6;12
1;42021;•;;0;0
1;42022;•;;0;0
1;42023;•;;0;0
1;42024;•;;0;0
1;42026;•;;0;0
1;42027;•;;0;0
1;42028;•;;0;0
1;42029;•;;0;0
1;42031;•;;0;0
1;42032;•;;0;0
1;42033;•;;0;0
1;42034;•;;0;0
1;42035;•;;0;0
1;42037;•;;0;0
1;42038;•;;0;0
1;42039;•;;0;0
1;42041;•;;0;0
1;42042;•;;0;0
1;42043;•;;0;0
1;42044;•;;0;0
1;42046;•;;0;0
1;42048;•;;0;0
1;42049;•;;0;0
1;42050;•;;0;0
1;42051;•;;0;0
1;42052;•;;0;0
1;42053;•;;0;0
1;42054;•;;0;0
1;42056;•;;0;0
1;42057;•;;0;0
1;42059;•;;0;0
1;42060;•;;0;0
1;42061;•;;0;0
1;42062;•;;0;0
1;42063;•;;0;0
1;42065;•;;0;0
1;42066;•;;0;0
1;42068;•;;0;0
1;42069;•;;0;0
1;42070;•;;0;0
1;42071;•;;0;0
1;42072;•;;0;0
1;42073;•;;0;0
1;42074;•;;0;0
1;42075;•;;0;0
1;42078;•;;0;0
1;42081;•;;0;0
1;42082;•;;0;0
1;42083;•;;0;0
1;42084;•;;0;0
1;42085;•;;0;0
1;42086;•;;0;0
1;42087;•;;0;0
1;42088;•;;0;0
1;42089;•;;0;0
1;42090;•;;0;0
1;42092;•;;0;0
1;42093;•;;0;0
1;42094;•;;0;0
1;42095;•;;0;0
1;42096;•;;0;0
1;42097;•;;0;0
1;42099;•;;0;0
1;42100;•;;0;0
1;42102;•;;0;0
1;42104;•;;0;0
1;42105;•;;0;0
1;42106;•;;0;0
1;42107;•;;0;0
1;42108;•;;0;0
1;42109;•;;0;0
1;42110;•;;0;0
1;42112;•;;0;0
1;42114;•;;0;0
1;42115;•;;0;0
1;42116;•;;0;0
1;42117;•;;0;0
1;42118;•;;0;0
1;42119;•;;0;0
1;42120;•;;0;0
1;42121;•;;0;0
1;42122;•;;0;0
1;42123;•;;0;0
1;42126;•;;0;0
1;42128;•;;0;0
1;42131;•;;0;0
1;42132;•;;0;0
1;42133;•;;0;0
1;42134;•;;0;0
1;42135;•;;0;0
1;42136;•;;0;0
