Simulation;Node;Local Preference;Next-hop;Path Length;Termination Time
1;198594;•;;0;0
1;198593;•;;0;0
1;198592;•;;0;0
1;198598;•;;0;0
1;198597;•;;0;0
1;198602;•;;0;0
1;198601;•;;0;0
1;198600;•;;0;0
1;198606;•;;0;0
1;198605;•;;0;0
1;198604;•;;0;0
1;198611;•;;0;0
1;198610;•;;0;0
1;198608;•;;0;0
1;198615;•;;0;0
1;198614;•;;0;0
1;198613;•;;0;0
1;198612;•;;0;0
1;198619;•;;0;0
1;198618;•;;0;0
1;198616;•;;0;0
1;198623;•;;0;0
1;198622;•;;0;0
1;198621;•;;0;0
1;198620;•;;0;0
1;198626;•;;0;0
1;198631;•;;0;0
1;198628;•;;0;0
1;198635;•;;0;0
1;198633;•;;0;0
1;198632;•;;0;0
1;198639;•;;0;0
1;198638;•;;0;0
1;198637;•;;0;0
1;198643;•;;0;0
1;198642;•;;0;0
1;198641;•;;0;0
1;198640;•;;0;0
1;198647;•;;0;0
1;198646;•;;0;0
1;198645;•;;0;0
1;198644;•;;0;0
1;198651;•;;0;0
1;198650;•;;0;0
1;198649;•;;0;0
1;198655;•;;0;0
1;198654;•;;0;0
1;198653;•;;0;0
1;198657;•;;0;0
1;198656;•;;0;0
1;198667;•;;0;0
1;198666;•;;0;0
1;198665;•;;0;0
1;198664;•;;0;0
1;198670;•;;0;0
1;198669;•;;0;0
1;198668;•;;0;0
1;198675;•;;0;0
1;198674;•;;0;0
1;198672;•;;0;0
1;198677;•;;0;0
1;198676;•;;0;0
1;198683;•;;0;0
1;198682;•;;0;0
1;198686;•;;0;0
1;198685;•;;0;0
1;198684;•;;0;0
1;198688;•;;0;0
1;198695;•;;0;0
1;198694;•;;0;0
1;198693;•;;0;0
1;198692;•;;0;0
1;198696;•;;0;0
1;198701;•;;0;0
1;198700;•;;0;0
1;198706;•;;0;0
1;198705;•;;0;0
1;198704;•;;0;0
1;198710;•;;0;0
1;198709;•;;0;0
1;198715;•;;0;0
1;198713;•;;0;0
1;198712;•;;0;0
1;198719;•;;0;0
1;198718;•;;0;0
1;198717;•;;0;0
1;198716;•;;0;0
1;198723;•;;0;0
1;198722;•;;0;0
1;198721;•;;0;0
1;198720;•;;0;0
1;198726;•;;0;0
1;198725;•;;0;0
1;198731;•;;0;0
1;198730;•;;0;0
1;198728;•;;0;0
1;198735;•;;0;0
1;198737;•;;0;0
1;198736;•;;0;0
1;198743;•;;0;0
1;198742;•;;0;0
1;198746;•;;0;0
1;198744;•;;0;0
1;198751;•;;0;0
1;198755;•;;0;0
1;198754;•;;0;0
1;198753;•;;0;0
1;198752;•;;0;0
1;198759;•;;0;0
1;198758;•;;0;0
1;198757;•;;0;0
1;198762;•;;0;0
1;198761;•;;0;0
1;198760;•;;0;0
1;198766;•;;0;0
1;198765;•;;0;0
1;198771;•;;0;0
1;198770;•;;0;0
1;198774;•;;0;0
1;198773;•;;0;0
1;198772;•;;0;0
1;198778;•;;0;0
1;198777;•;;0;0
1;198776;•;;0;0
1;198782;•;;0;0
1;198781;•;;0;0
1;198787;•;;0;0
1;198785;•;;0;0
1;198784;•;;0;0
1;198791;•;;0;0
1;198790;•;;0;0
1;198788;•;;0;0
1;198794;•;;0;0
1;198792;•;;0;0
1;198798;•;;0;0
1;198801;•;;0;0
1;198800;•;;0;0
1;198807;•;;0;0
1;198806;•;;0;0
1;198811;•;;0;0
1;198809;•;;0;0
1;198808;•;;0;0
1;198815;•;;0;0
1;198814;•;;0;0
1;198813;•;;0;0
1;198812;•;;0;0
1;198819;•;;0;0
1;198818;•;;0;0
1;198817;•;;0;0
1;198816;•;;0;0
1;198823;•;;0;0
1;198822;•;;0;0
1;198821;•;;0;0
1;198820;•;;0;0
1;198827;•;;0;0
1;198826;•;;0;0
1;198830;•;;0;0
1;198829;•;;0;0
1;198835;•;;0;0
1;198833;•;;0;0
1;198832;•;;0;0
1;198838;•;;0;0
1;198837;•;;0;0
1;198843;•;;0;0
1;198842;•;;0;0
1;198841;•;;0;0
1;198840;•;;0;0
1;198847;•;;0;0
1;198845;•;;0;0
1;198851;•;;0;0
1;198850;•;;0;0
1;198849;•;;0;0
1;198848;•;;0;0
1;198854;•;;0;0
1;198853;•;;0;0
1;198859;•;;0;0
1;198858;•;;0;0
1;198857;•;;0;0
1;198856;•;;0;0
1;198863;•;;0;0
1;198860;•;;0;0
1;198867;•;;0;0
1;198865;•;;0;0
1;198864;•;;0;0
1;198871;•;;0;0
1;198870;•;;0;0
1;198869;•;;0;0
1;198868;•;;0;0
1;198875;•;;0;0
1;198874;•;;0;0
1;198873;•;;0;0
1;198872;•;;0;0
1;198878;•;;0;0
1;198877;•;;0;0
1;198876;•;;0;0
1;198881;•;;0;0
1;198880;•;;0;0
1;198887;•;;0;0
1;198885;•;;0;0
1;198884;•;;0;0
1;198891;•;;0;0
1;198888;•;;0;0
1;198892;•;;0;0
1;198899;•;;0;0
1;198898;•;;0;0
1;198897;•;;0;0
1;198896;•;;0;0
1;198903;•;;0;0
1;198901;•;;0;0
1;198900;•;;0;0
1;198907;•;;0;0
1;198906;•;;0;0
1;198905;•;;0;0
1;198904;•;;0;0
1;198911;•;;0;0
1;198910;•;;0;0
1;198909;•;;0;0
1;198915;•;;0;0
1;198914;•;;0;0
1;198913;•;;0;0
1;198912;•;;0;0
1;198918;•;;0;0
1;198917;•;;0;0
1;198916;•;;0;0
1;198922;•;;0;0
1;198921;•;;0;0
1;198927;•;;0;0
1;198931;•;;0;0
1;198930;•;;0;0
1;198929;•;;0;0
1;198928;•;;0;0
1;198935;•;;0;0
1;198934;•;;0;0
1;198933;•;;0;0
1;198932;•;;0;0
1;198938;•;;0;0
1;198937;•;;0;0
1;198936;•;;0;0
1;198943;•;;0;0
1;198941;•;;0;0
1;198940;•;;0;0
1;198947;•;;0;0
1;198945;•;;0;0
1;198944;•;;0;0
1;198950;•;;0;0
1;198949;p;14080;6;12
1;198948;•;;0;0
1;198955;•;;0;0
1;198952;•;;0;0
1;198957;•;;0;0
1;198956;•;;0;0
1;198962;•;;0;0
1;198961;•;;0;0
1;198960;•;;0;0
1;198967;•;;0;0
1;198966;•;;0;0
1;198965;•;;0;0
1;198964;•;;0;0
1;198971;•;;0;0
1;198970;•;;0;0
1;198968;•;;0;0
1;198975;•;;0;0
1;198974;•;;0;0
1;198973;•;;0;0
1;198972;•;;0;0
1;198979;•;;0;0
1;198978;•;;0;0
1;198977;•;;0;0
1;198976;•;;0;0
1;198982;•;;0;0
1;198980;•;;0;0
1;198987;•;;0;0
1;198986;•;;0;0
1;198985;•;;0;0
1;198984;•;;0;0
1;198991;•;;0;0
1;198995;•;;0;0
1;198994;•;;0;0
1;198992;•;;0;0
1;198999;•;;0;0
1;198996;•;;0;0
1;199003;•;;0;0
1;199007;•;;0;0
1;199006;•;;0;0
1;199005;•;;0;0
1;199010;•;;0;0
1;199008;•;;0;0
1;199015;•;;0;0
1;199014;•;;0;0
1;199013;•;;0;0
1;199016;•;;0;0
1;199022;•;;0;0
1;199021;•;;0;0
1;199020;•;;0;0
1;199027;•;;0;0
1;199026;•;;0;0
1;199024;•;;0;0
1;199029;•;;0;0
1;199028;•;;0;0
1;199039;•;;0;0
1;199038;•;;0;0
1;199043;•;;0;0
1;199042;•;;0;0
1;199041;•;;0;0
1;199040;•;;0;0
1;199047;•;;0;0
1;199046;•;;0;0
1;199045;•;;0;0
1;199051;•;;0;0
1;199049;•;;0;0
1;199048;•;;0;0
1;199055;•;;0;0
1;199053;•;;0;0
1;199059;•;;0;0
1;199057;•;;0;0
1;199063;•;;0;0
1;199062;•;;0;0
1;199061;•;;0;0
1;199060;•;;0;0
1;199066;•;;0;0
1;199064;•;;0;0
1;199070;•;;0;0
1;199069;•;;0;0
1;199075;•;;0;0
1;199074;•;;0;0
1;199072;•;;0;0
1;199078;•;;0;0
1;199076;•;;0;0
1;199083;•;;0;0
1;199082;•;;0;0
1;199081;•;;0;0
1;199080;•;;0;0
1;199087;•;;0;0
1;199086;•;;0;0
1;199085;•;;0;0
1;199091;•;;0;0
1;199090;•;;0;0
1;199089;•;;0;0
1;199095;•;;0;0
1;199093;•;;0;0
1;199092;•;;0;0
1;199098;•;;0;0
1;199096;•;;0;0
1;199103;•;;0;0
1;199102;•;;0;0
1;199101;•;;0;0
1;199105;•;;0;0
1;199104;•;;0;0
1;199110;•;;0;0
1;199114;•;;0;0
1;199113;•;;0;0
1;199112;•;;0;0
1;199119;•;;0;0
1;199118;•;;0;0
1;199117;•;;0;0
1;199122;•;;0;0
1;199121;•;;0;0
1;199120;•;;0;0
1;199127;•;;0;0
1;199126;•;;0;0
1;199125;•;;0;0
1;199131;•;;0;0
1;199128;•;;0;0
1;199134;•;;0;0
1;199133;•;;0;0
1;199132;•;;0;0
1;199139;•;;0;0
1;199138;•;;0;0
1;199136;•;;0;0
1;199143;•;;0;0
1;199141;•;;0;0
1;199140;•;;0;0
1;199147;•;;0;0
1;199146;•;;0;0
1;199145;•;;0;0
1;199144;•;;0;0
1;199151;•;;0;0
1;199150;•;;0;0
1;199149;•;;0;0
1;199148;•;;0;0
1;199155;•;;0;0
1;199154;•;;0;0
1;199153;•;;0;0
1;199159;•;;0;0
1;199156;•;;0;0
1;199163;•;;0;0
1;199161;•;;0;0
1;199167;•;;0;0
1;199166;•;;0;0
1;199165;•;;0;0
1;199164;•;;0;0
1;199171;•;;0;0
1;199168;•;;0;0
1;199173;•;;0;0
1;199179;•;;0;0
1;199178;•;;0;0
1;199181;•;;0;0
1;199185;•;;0;0
1;199190;•;;0;0
1;199189;•;;0;0
1;199188;•;;0;0
1;199194;•;;0;0
1;199199;•;;0;0
1;199197;•;;0;0
1;199196;•;;0;0
1;199202;•;;0;0
1;199201;•;;0;0
1;199206;•;;0;0
1;199205;•;;0;0
1;199204;•;;0;0
1;199209;•;;0;0
1;199215;•;;0;0
1;199214;•;;0;0
1;199213;•;;0;0
1;199212;•;;0;0
1;199217;•;;0;0
1;199216;•;;0;0
1;199222;•;;0;0
1;199221;•;;0;0
1;199220;•;;0;0
1;199226;•;;0;0
1;199225;•;;0;0
1;199224;•;;0;0
1;199231;•;;0;0
1;199230;•;;0;0
1;199229;•;;0;0
1;199235;•;;0;0
1;199234;•;;0;0
1;199233;•;;0;0
1;199232;•;;0;0
1;199237;•;;0;0
1;199236;•;;0;0
1;199246;•;;0;0
1;199244;•;;0;0
1;199251;•;;0;0
1;199250;•;;0;0
1;199248;•;;0;0
1;199255;•;;0;0
1;199254;•;;0;0
1;199252;•;;0;0
1;199259;•;;0;0
1;199256;•;;0;0
1;199263;•;;0;0
1;199262;•;;0;0
1;199261;•;;0;0
1;199260;•;;0;0
1;199267;•;;0;0
1;199265;•;;0;0
1;199271;•;;0;0
1;199270;•;;0;0
1;199269;•;;0;0
1;199275;•;;0;0
1;199274;•;;0;0
1;199273;•;;0;0
1;199272;•;;0;0
1;199279;•;;0;0
1;199278;•;;0;0
1;199277;•;;0;0
1;199276;•;;0;0
1;199283;•;;0;0
1;199282;•;;0;0
1;199281;•;;0;0
1;199280;•;;0;0
1;199286;•;;0;0
1;199284;•;;0;0
1;199290;•;;0;0
1;199289;•;;0;0
1;199295;•;;0;0
1;199294;•;;0;0
1;199292;•;;0;0
1;199298;•;;0;0
1;199296;•;;0;0
1;199301;•;;0;0
1;199300;•;;0;0
1;199306;•;;0;0
1;199305;•;;0;0
1;199311;•;;0;0
1;199309;•;;0;0
1;199314;•;;0;0
1;199313;•;;0;0
1;199312;•;;0;0
1;199319;•;;0;0
1;199318;•;;0;0
1;199317;•;;0;0
1;199316;•;;0;0
1;199321;•;;0;0
1;199320;•;;0;0
1;199325;•;;0;0
1;199324;•;;0;0
1;199330;•;;0;0
1;199329;•;;0;0
1;199328;•;;0;0
1;199335;•;;0;0
1;199333;•;;0;0
1;199332;•;;0;0
1;199339;•;;0;0
1;199338;•;;0;0
1;199336;•;;0;0
1;199342;•;;0;0
1;199341;•;;0;0
1;199346;•;;0;0
1;199345;•;;0;0
1;199351;•;;0;0
1;199350;•;;0;0
1;199349;•;;0;0
1;199348;•;;0;0
1;199355;•;;0;0
1;199354;•;;0;0
1;199352;•;;0;0
1;199359;•;;0;0
1;199356;•;;0;0
1;199363;•;;0;0
1;199362;•;;0;0
1;199361;•;;0;0
1;199367;•;;0;0
1;199366;•;;0;0
1;199365;•;;0;0
1;199364;•;;0;0
1;199371;•;;0;0
1;199370;•;;0;0
1;199375;•;;0;0
1;199374;•;;0;0
1;199373;•;;0;0
1;199372;•;;0;0
1;199379;•;;0;0
1;199378;•;;0;0
1;199377;•;;0;0
1;199383;•;;0;0
1;199382;•;;0;0
1;199381;•;;0;0
1;199380;•;;0;0
1;199386;•;;0;0
1;199385;•;;0;0
1;199391;•;;0;0
1;199390;•;;0;0
1;199389;•;;0;0
1;199395;•;;0;0
1;199394;•;;0;0
1;199399;•;;0;0
1;199398;•;;0;0
1;199397;•;;0;0
1;199396;•;;0;0
1;199403;•;;0;0
1;199401;•;;0;0
1;199405;•;;0;0
1;199411;•;;0;0
1;199410;•;;0;0
1;199409;•;;0;0
1;199408;•;;0;0
1;199413;•;;0;0
1;199412;•;;0;0
1;199419;•;;0;0
1;199416;•;;0;0
1;199422;•;;0;0
1;199421;•;;0;0
1;199420;•;;0;0
1;199427;•;;0;0
1;199431;•;;0;0
1;199430;•;;0;0
1;199429;•;;0;0
1;199428;•;;0;0
1;199435;•;;0;0
1;199434;•;;0;0
1;199433;•;;0;0
1;199438;•;;0;0
1;199437;•;;0;0
1;199442;•;;0;0
1;199441;•;;0;0
1;199440;•;;0;0
1;199447;•;;0;0
1;199444;•;;0;0
1;199451;•;;0;0
1;199450;•;;0;0
1;199449;•;;0;0
1;199448;•;;0;0
1;199455;•;;0;0
1;199456;•;;0;0
1;199463;•;;0;0
1;199462;•;;0;0
1;199470;•;;0;0
1;199469;•;;0;0
1;199468;•;;0;0
1;199475;•;;0;0
1;199473;•;;0;0
1;199472;•;;0;0
1;199479;•;;0;0
1;199478;•;;0;0
1;199477;•;;0;0
1;199483;•;;0;0
1;199482;•;;0;0
1;199481;•;;0;0
1;199480;•;;0;0
1;199486;•;;0;0
1;199485;•;;0;0
1;199484;•;;0;0
1;199491;•;;0;0
1;199490;•;;0;0
1;199494;•;;0;0
1;199493;•;;0;0
1;199498;•;;0;0
1;199496;•;;0;0
1;199503;•;;0;0
1;199502;•;;0;0
1;199500;•;;0;0
1;199510;•;;0;0
1;199509;•;;0;0
1;199508;•;;0;0
1;199515;•;;0;0
1;199513;•;;0;0
1;199512;•;;0;0
1;199517;•;;0;0
1;199516;•;;0;0
1;199523;•;;0;0
1;199522;•;;0;0
1;199521;•;;0;0
1;199520;•;;0;0
1;199527;•;;0;0
1;199526;•;;0;0
1;199524;r;28618;2;4
1;199530;•;;0;0
1;199534;•;;0;0
1;199538;•;;0;0
1;199537;•;;0;0
1;199536;•;;0;0
1;199543;•;;0;0
1;199542;•;;0;0
1;199541;•;;0;0
1;199546;•;;0;0
1;199544;•;;0;0
1;199551;•;;0;0
1;199550;•;;0;0
1;199549;•;;0;0
1;199555;•;;0;0
1;199554;•;;0;0
1;199552;•;;0;0
1;199559;•;;0;0
1;199558;•;;0;0
1;199563;•;;0;0
1;199562;•;;0;0
1;199561;•;;0;0
1;199560;•;;0;0
1;199567;•;;0;0
1;199564;•;;0;0
1;199571;•;;0;0
1;199569;•;;0;0
1;199568;•;;0;0
1;199575;•;;0;0
1;199574;•;;0;0
1;199572;•;;0;0
1;199579;•;;0;0
1;199578;•;;0;0
1;199577;•;;0;0
1;199576;•;;0;0
1;199583;•;;0;0
1;199581;•;;0;0
1;199587;•;;0;0
1;199585;•;;0;0
1;199584;•;;0;0
1;199589;•;;0;0
1;199588;•;;0;0
1;199593;•;;0;0
1;199599;p;19551;5;10
1;199597;•;;0;0
1;199602;•;;0;0
1;199601;•;;0;0
1;199600;•;;0;0
1;199606;•;;0;0
1;199604;•;;0;0
1;199611;•;;0;0
1;199610;•;;0;0
1;199608;•;;0;0
1;199615;•;;0;0
1;199612;•;;0;0
1;199619;•;;0;0
1;199617;•;;0;0
1;199616;•;;0;0
1;199623;•;;0;0
1;199622;•;;0;0
1;199620;•;;0;0
1;199627;•;;0;0
1;199624;•;;0;0
1;199629;•;;0;0
1;199635;•;;0;0
1;199634;•;;0;0
1;199633;•;;0;0
1;199638;•;;0;0
1;199643;•;;0;0
1;199647;•;;0;0
1;199645;•;;0;0
1;199644;•;;0;0
1;199649;•;;0;0
1;199648;•;;0;0
1;199653;•;;0;0
1;199652;•;;0;0
1;199659;•;;0;0
1;199658;•;;0;0
1;199657;•;;0;0
1;199663;•;;0;0
1;199662;•;;0;0
1;199661;•;;0;0
1;199660;•;;0;0
1;199666;•;;0;0
1;199665;•;;0;0
1;199670;•;;0;0
1;199669;•;;0;0
1;199675;•;;0;0
1;199674;•;;0;0
1;199673;•;;0;0
1;199672;•;;0;0
1;199677;•;;0;0
1;199706;•;;0;0
1;199711;•;;0;0
1;199710;•;;0;0
1;199709;•;;0;0
1;199708;•;;0;0
1;199715;•;;0;0
1;199713;•;;0;0
1;199718;•;;0;0
1;199717;•;;0;0
1;199723;•;;0;0
1;199722;•;;0;0
1;199727;•;;0;0
1;199731;•;;0;0
1;199729;•;;0;0
1;199728;•;;0;0
1;199735;•;;0;0
1;199733;•;;0;0
1;199732;•;;0;0
1;199738;•;;0;0
1;199736;•;;0;0
1;199743;•;;0;0
1;199745;•;;0;0
1;199744;•;;0;0
1;199749;•;;0;0
1;199748;•;;0;0
1;199753;•;;0;0
1;199752;•;;0;0
1;199759;•;;0;0
1;199758;•;;0;0
1;199757;•;;0;0
1;199756;•;;0;0
1;199766;•;;0;0
1;199764;•;;0;0
1;199770;•;;0;0
1;199769;•;;0;0
1;199768;•;;0;0
1;199775;•;;0;0
1;199774;•;;0;0
1;199773;•;;0;0
1;199778;•;;0;0
1;199777;•;;0;0
1;199776;•;;0;0
1;199783;•;;0;0
1;199782;•;;0;0
1;199781;•;;0;0
1;199787;•;;0;0
1;199786;•;;0;0
1;199791;•;;0;0
1;199790;•;;0;0
1;199788;•;;0;0
1;199795;•;;0;0
1;199799;•;;0;0
1;199798;•;;0;0
1;199797;•;;0;0
1;199796;•;;0;0
1;199803;•;;0;0
1;199802;•;;0;0
1;199801;•;;0;0
1;199800;•;;0;0
1;199806;•;;0;0
1;199805;•;;0;0
1;199811;•;;0;0
1;199810;•;;0;0
1;199809;•;;0;0
1;199815;•;;0;0
1;199812;•;;0;0
1;199819;•;;0;0
1;199818;•;;0;0
1;199820;•;;0;0
1;199826;•;;0;0
1;199831;•;;0;0
1;199828;•;;0;0
1;199833;•;;0;0
1;199837;•;;0;0
1;199842;•;;0;0
1;199846;•;;0;0
1;199845;•;;0;0
1;199844;•;;0;0
1;199850;•;;0;0
1;199849;•;;0;0
1;199848;•;;0;0
1;199853;•;;0;0
1;199859;•;;0;0
1;199858;•;;0;0
1;199857;•;;0;0
1;199862;•;;0;0
1;199860;•;;0;0
1;199866;•;;0;0
1;199871;•;;0;0
1;199869;•;;0;0
1;199875;•;;0;0
1;199872;•;;0;0
1;199877;•;;0;0
1;199876;•;;0;0
1;199883;•;;0;0
1;199881;•;;0;0
1;199880;•;;0;0
1;199891;•;;0;0
1;199888;•;;0;0
1;199895;•;;0;0
1;199893;•;;0;0
1;199898;•;;0;0
1;199896;•;;0;0
1;199903;•;;0;0
1;199902;•;;0;0
1;199901;•;;0;0
1;199900;•;;0;0
1;199907;•;;0;0
1;199906;•;;0;0
1;199905;•;;0;0
1;199910;•;;0;0
1;199909;•;;0;0
1;199908;•;;0;0
1;199913;•;;0;0
1;199917;•;;0;0
1;199922;•;;0;0
1;199927;•;;0;0
1;199926;•;;0;0
1;199931;•;;0;0
1;199930;•;;0;0
1;199928;•;;0;0
1;199933;•;;0;0
1;199939;•;;0;0
1;199938;•;;0;0
1;199937;•;;0;0
1;199936;•;;0;0
1;199943;•;;0;0
1;199942;•;;0;0
1;199941;•;;0;0
1;199947;•;;0;0
1;199946;•;;0;0
1;199945;•;;0;0
1;199944;•;;0;0
1;199951;•;;0;0
1;199949;•;;0;0
1;199953;•;;0;0
1;199952;•;;0;0
1;199966;•;;0;0
1;199965;•;;0;0
1;199971;•;;0;0
1;199969;•;;0;0
1;199968;•;;0;0
1;199975;•;;0;0
1;199973;•;;0;0
1;199978;•;;0;0
1;199977;•;;0;0
1;199976;•;;0;0
1;199981;•;;0;0
1;199980;•;;0;0
1;199987;•;;0;0
1;199984;•;;0;0
1;199991;•;;0;0
1;199990;•;;0;0
1;199989;•;;0;0
1;199995;•;;0;0
1;199994;•;;0;0
1;199993;•;;0;0
1;199992;•;;0;0
1;199999;•;;0;0
1;199998;•;;0;0
1;199997;•;;0;0
1;200003;•;;0;0
1;200001;•;;0;0
1;200000;•;;0;0
1;200006;•;;0;0
1;200005;•;;0;0
1;200009;•;;0;0
1;200008;•;;0;0
1;200015;•;;0;0
1;200019;•;;0;0
1;200018;•;;0;0
1;200023;•;;0;0
1;200022;•;;0;0
1;200020;•;;0;0
1;200026;•;;0;0
1;200025;•;;0;0
1;200024;•;;0;0
1;200031;•;;0;0
1;200030;•;;0;0
1;200028;•;;0;0
1;200035;•;;0;0
1;200033;•;;0;0
1;200038;•;;0;0
1;200037;•;;0;0
1;200043;•;;0;0
1;200047;•;;0;0
1;200046;•;;0;0
1;200044;•;;0;0
1;200050;•;;0;0
1;200049;•;;0;0
1;200048;•;;0;0
1;200052;•;;0;0
1;200059;•;;0;0
1;200058;•;;0;0
1;200062;•;;0;0
1;200061;•;;0;0
1;200060;•;;0;0
1;200066;•;;0;0
1;200065;•;;0;0
1;200064;•;;0;0
1;200071;•;;0;0
1;200070;•;;0;0
1;200069;•;;0;0
1;200068;•;;0;0
1;200073;•;;0;0
1;200072;•;;0;0
1;200077;•;;0;0
1;200076;•;;0;0
1;200083;•;;0;0
1;200081;•;;0;0
1;200087;•;;0;0
1;200086;•;;0;0
1;200090;•;;0;0
1;200089;•;;0;0
1;200088;•;;0;0
1;200095;•;;0;0
1;200094;•;;0;0
1;200093;•;;0;0
1;200098;•;;0;0
1;200097;•;;0;0
1;200102;•;;0;0
1;200100;•;;0;0
1;200107;•;;0;0
1;200104;•;;0;0
1;200108;•;;0;0
1;200115;•;;0;0
1;200114;•;;0;0
1;200112;•;;0;0
1;200116;•;;0;0
1;200123;•;;0;0
1;200121;•;;0;0
1;200127;•;;0;0
1;200125;•;;0;0
1;200124;•;;0;0
1;200129;•;;0;0
1;200128;•;;0;0
1;200135;•;;0;0
1;200134;•;;0;0
1;200133;•;;0;0
1;200139;•;;0;0
1;200138;•;;0;0
1;200142;•;;0;0
1;200147;•;;0;0
1;200144;•;;0;0
1;200150;•;;0;0
1;200148;•;;0;0
1;200155;•;;0;0
1;200154;•;;0;0
1;200152;•;;0;0
1;200163;•;;0;0
1;200162;•;;0;0
1;200161;•;;0;0
1;200167;•;;0;0
1;200166;•;;0;0
1;200165;•;;0;0
1;200164;•;;0;0
1;200168;•;;0;0
1;200175;•;;0;0
1;200174;•;;0;0
1;200176;•;;0;0
1;200183;•;;0;0
1;200187;•;;0;0
1;200185;•;;0;0
1;200191;•;;0;0
1;200189;•;;0;0
1;200271;•;;0;0
1;200275;•;;0;0
1;200274;•;;0;0
1;200272;•;;0;0
1;200278;•;;0;0
1;200277;•;;0;0
1;200276;•;;0;0
1;200282;•;;0;0
1;200280;•;;0;0
1;200286;•;;0;0
1;200285;•;;0;0
1;200284;•;;0;0
1;200291;•;;0;0
1;200290;•;;0;0
1;200289;•;;0;0
1;200288;•;;0;0
1;200295;•;;0;0
1;200294;•;;0;0
1;200292;•;;0;0
1;200297;•;;0;0
1;200296;•;;0;0
1;200303;•;;0;0
1;200300;•;;0;0
1;200304;•;;0;0
1;200311;•;;0;0
1;200310;•;;0;0
1;200309;•;;0;0
1;200308;•;;0;0
1;200314;•;;0;0
1;200313;•;;0;0
1;200312;•;;0;0
1;200319;•;;0;0
1;200318;•;;0;0
1;200316;•;;0;0
1;200323;•;;0;0
1;200322;•;;0;0
1;200325;•;;0;0
1;200324;•;;0;0
1;200331;•;;0;0
1;200328;•;;0;0
1;200334;•;;0;0
1;200333;•;;0;0
1;200332;•;;0;0
1;200339;•;;0;0
1;200338;•;;0;0
1;200337;•;;0;0
1;200336;•;;0;0
1;200342;•;;0;0
1;200341;•;;0;0
1;200345;•;;0;0
1;200344;•;;0;0
1;200350;•;;0;0
1;200349;•;;0;0
1;200355;•;;0;0
1;200354;•;;0;0
1;200353;•;;0;0
1;200359;•;;0;0
1;200357;•;;0;0
1;200363;•;;0;0
1;200362;•;;0;0
1;200361;•;;0;0
1;200366;•;;0;0
1;200365;•;;0;0
1;200364;•;;0;0
1;200370;•;;0;0
1;200369;•;;0;0
1;200374;•;;0;0
1;200379;•;;0;0
1;200377;•;;0;0
1;200376;•;;0;0
1;200383;•;;0;0
1;200382;•;;0;0
1;200381;•;;0;0
1;200380;•;;0;0
1;200387;•;;0;0
1;200386;•;;0;0
1;200391;•;;0;0
1;200390;•;;0;0
1;200389;•;;0;0
1;200395;•;;0;0
1;200392;•;;0;0
1;200398;•;;0;0
1;200397;•;;0;0
1;200402;•;;0;0
1;200400;•;;0;0
1;200407;•;;0;0
1;200406;•;;0;0
1;200404;•;;0;0
1;200411;•;;0;0
1;200410;•;;0;0
1;200409;•;;0;0
1;200414;•;;0;0
1;200412;•;;0;0
1;200418;•;;0;0
1;200417;•;;0;0
1;200416;•;;0;0
1;200423;•;;0;0
1;200422;•;;0;0
1;200421;•;;0;0
1;200420;•;;0;0
1;200425;•;;0;0
1;200424;•;;0;0
1;200430;•;;0;0
1;200428;•;;0;0
1;200435;•;;0;0
1;200434;•;;0;0
1;200433;•;;0;0
1;200432;•;;0;0
1;200439;•;;0;0
1;200438;•;;0;0
1;200437;•;;0;0
1;200436;•;;0;0
1;200442;•;;0;0
1;200441;•;;0;0
1;200440;•;;0;0
1;200444;•;;0;0
1;200451;•;;0;0
1;200450;•;;0;0
1;200449;•;;0;0
1;200448;•;;0;0
1;200452;•;;0;0
1;200459;•;;0;0
1;200458;•;;0;0
1;200457;•;;0;0
1;200463;•;;0;0
1;200462;•;;0;0
1;200460;•;;0;0
1;200466;•;;0;0
1;200465;•;;0;0
1;200470;•;;0;0
1;200475;•;;0;0
1;200474;•;;0;0
1;200473;•;;0;0
1;200479;•;;0;0
1;200478;•;;0;0
1;200481;•;;0;0
1;200480;•;;0;0
1;200487;•;;0;0
1;200486;•;;0;0
1;200485;•;;0;0
1;200484;•;;0;0
1;200491;•;;0;0
1;200490;•;;0;0
1;200489;•;;0;0
1;200488;•;;0;0
1;200492;•;;0;0
1;200498;•;;0;0
1;200497;•;;0;0
1;200496;•;;0;0
1;200503;•;;0;0
1;200501;•;;0;0
1;200500;•;;0;0
1;200507;•;;0;0
1;200505;•;;0;0
1;200504;•;;0;0
1;200509;•;;0;0
1;200515;•;;0;0
1;200514;•;;0;0
1;200513;•;;0;0
1;200512;•;;0;0
1;200519;•;;0;0
1;200518;•;;0;0
1;200517;•;;0;0
1;200521;•;;0;0
1;200520;•;;0;0
1;200524;•;;0;0
1;200531;•;;0;0
1;200530;•;;0;0
1;200534;•;;0;0
1;200533;•;;0;0
1;200539;•;;0;0
1;200538;•;;0;0
1;200543;•;;0;0
1;200542;•;;0;0
1;200541;•;;0;0
1;200540;•;;0;0
1;200547;•;;0;0
1;200544;•;;0;0
1;200551;•;;0;0
1;200550;•;;0;0
1;200548;•;;0;0
1;200555;•;;0;0
1;200553;•;;0;0
1;200552;•;;0;0
1;200562;•;;0;0
1;200561;•;;0;0
1;200560;•;;0;0
1;200567;•;;0;0
