 Time  | Event  |   Node   | Routing Information
   4   | LEARN  |  31893   | • via 3356
   4   | LEARN  |  31890   | • via 3356
   4   | LEARN  |  31881   | • via 3356
   4   | LEARN  |  31874   | • via 3356
   4   | LEARN  |  31869   | • via 3356
   4   | LEARN  |  31864   | • via 3356
   4   | LEARN  |  31857   | • via 3356
   4   | LEARN  |  31853   | • via 3356
   4   | LEARN  |  31839   | • via 3356
   4   | LEARN  |  31837   | • via 3356
   4   | LEARN  |  31828   | • via 3356
   4   | LEARN  |  31826   | • via 3356
   4   | LEARN  |  31822   | • via 3356
   4   | LEARN  |  31816   | • via 3356
   4   | LEARN  |  31808   | • via 3356
   4   | LEARN  |  31801   | • via 3356
   4   | LEARN  |  31799   | • via 3356
   4   | LEARN  |  31793   | • via 3356
   4   | LEARN  |  31785   | • via 3356
   4   | LEARN  |  31776   | • via 3356
   4   | LEARN  |  31775   | • via 3356
   4   | LEARN  |  31747   | • via 3356
   4   | LEARN  |  31745   | • via 3356
   4   | LEARN  |  31727   | • via 3356
   4   | LEARN  |  31708   | • via 3356
   4   | LEARN  |  31655   | • via 3356
   4   | LEARN  |  31615   | • via 3356
   4   | LEARN  |  31564   | • via 3356
   4   | LEARN  |  31562   | • via 3356
   4   | LEARN  |  31554   | • via 3356
   4   | LEARN  |  31515   | • via 3356
   4   | LEARN  |  31500   | • via 3356
   4   | LEARN  |  31472   | • via 3356
   4   | LEARN  |  31449   | • via 3356
   4   | LEARN  |  31445   | • via 3356
   4   | LEARN  |  31404   | • via 3356
   4   | LEARN  |  31402   | • via 3356
   4   | LEARN  |  31399   | • via 3356
   4   | LEARN  |  31313   | • via 3356
   4   | LEARN  |  31293   | • via 3356
   4   | LEARN  |  31287   | • via 3356
   4   | LEARN  |  31252   | • via 3356
   4   | LEARN  |  31250   | • via 3356
   4   | LEARN  |  31242   | • via 3356
   4   | LEARN  |  31229   | • via 3356
   4   | LEARN  |  31223   | • via 3356
   4   | LEARN  |  31221   | • via 3356
   4   | LEARN  |  31216   | • via 3356
   4   | LEARN  |  31202   | • via 3356
   4   | LEARN  |  31198   | • via 3356
   4   | LEARN  |  31152   | • via 3356
   4   | LEARN  |  31151   | • via 3356
   4   | LEARN  |  31133   | • via 3356
   4   | LEARN  |  31115   | • via 3356
   4   | LEARN  |  31084   | • via 3356
   4   | LEARN  |  31083   | • via 3356
   4   | LEARN  |  396305  | • via 3356
   4   | LEARN  |  31034   | • via 3356
   4   | LEARN  |  31029   | • via 3356
   4   | LEARN  |  31027   | • via 3356
   4   | LEARN  |  30990   | • via 3356
   4   | LEARN  |  30962   | • via 3356
   4   | LEARN  |  30950   | • via 3356
   4   | LEARN  |  30909   | • via 3356
   4   | LEARN  |  30889   | • via 3356
   4   | LEARN  |  30844   | • via 3356
   4   | LEARN  |  30827   | • via 3356
   4   | LEARN  |  30811   | • via 3356
   4   | LEARN  |  30781   | • via 3356
   4   | LEARN  |  30742   | • via 3356
   4   | LEARN  |  30741   | • via 3356
   4   | LEARN  |  30722   | • via 3356
   4   | LEARN  |  30714   | • via 3356
   4   | LEARN  |  30706   | • via 3356
   4   | LEARN  |  30698   | • via 3356
   4   | LEARN  |  30697   | • via 3356
   4   | LEARN  |  30686   | • via 3356
   4   | LEARN  |  30682   | • via 3356
   4   | LEARN  |  30680   | • via 3356
   4   | LEARN  |  30678   | • via 3356
   4   | LEARN  |  30677   | • via 3356
   4   | LEARN  |  30673   | • via 3356
   4   | LEARN  |  30672   | • via 3356
   4   | LEARN  |  30665   | • via 3356
   4   | LEARN  |  30664   | • via 3356
   4   | LEARN  |  30650   | • via 3356
   4   | LEARN  |  30649   | • via 3356
   4   | LEARN  |  30647   | • via 3356
   4   | LEARN  |  395748  | • via 3356
   4   | LEARN  |  30639   | • via 3356
   4   | LEARN  |  30635   | • via 3356
   4   | LEARN  |  30634   | • via 3356
   4   | LEARN  |  30630   | • via 3356
   4   | LEARN  |  30629   | • via 3356
   4   | LEARN  |  30627   | • via 3356
   4   | LEARN  |  30625   | • via 3356
   4   | LEARN  |  30622   | • via 3356
   4   | LEARN  |  30620   | • via 3356
   4   | LEARN  |  30615   | • via 3356
   4   | LEARN  |  30614   | • via 3356
   4   | LEARN  |  30607   | • via 3356
   4   | LEARN  |  30604   | • via 3356
   4   | LEARN  |  30601   | • via 3356
   4   | LEARN  |  30598   | • via 3356
   4   | LEARN  |  30588   | • via 3356
   4   | LEARN  |  30581   | • via 3356
   4   | LEARN  |  30574   | • via 3356
   4   | LEARN  |  30564   | • via 3356
   4   | LEARN  |  30560   | • via 3356
   4   | LEARN  |  30558   | • via 3356
   4   | LEARN  |  30551   | • via 3356
   4   | LEARN  |  30550   | • via 3356
   4   | LEARN  |  30548   | • via 3356
   4   | LEARN  |  30537   | • via 3356
   4   | LEARN  |  30536   | • via 3356
   4   | LEARN  |  30533   | • via 3356
   4   | LEARN  |  30532   | • via 3356
   4   | LEARN  |  30525   | • via 3356
   4   | LEARN  |  30524   | • via 3356
   4   | LEARN  |  30523   | • via 3356
   4   | LEARN  |  30520   | • via 3356
   4   | LEARN  |  30517   | • via 3356
   4   | LEARN  |  30508   | • via 3356
   4   | LEARN  |  30496   | • via 3356
   4   | LEARN  |  30493   | • via 3356
   4   | LEARN  |  30484   | • via 3356
   4   | LEARN  |  30459   | • via 3356
   4   | LEARN  |  30453   | • via 3356
   4   | LEARN  |  30452   | • via 3356
   4   | LEARN  |  30449   | • via 3356
   4   | LEARN  |  30447   | • via 3356
   4   | LEARN  |  30444   | • via 3356
   4   | LEARN  |  30437   | • via 3356
   4   | LEARN  |  30436   | • via 3356
   4   | LEARN  |  30423   | • via 3356
   4   | LEARN  |  30410   | • via 3356
   4   | LEARN  |  30409   | • via 3356
   4   | LEARN  |  30403   | • via 3356
   4   | LEARN  |  30385   | • via 3356
   4   | LEARN  |  30383   | • via 3356
   4   | LEARN  |  30379   | • via 3356
   4   | LEARN  |  30377   | • via 3356
   4   | LEARN  |  30372   | • via 3356
   4   | LEARN  |  30371   | • via 3356
   4   | LEARN  |  30363   | • via 3356
   4   | LEARN  |  30356   | • via 3356
   4   | LEARN  |  30340   | • via 3356
   4   | LEARN  |  30334   | • via 3356
   4   | LEARN  |  30330   | • via 3356
   4   | LEARN  |  30328   | • via 3356
   4   | LEARN  |  30320   | • via 3356
   4   | LEARN  |  30311   | • via 3356
   4   | LEARN  |  30305   | • via 3356
   4   | LEARN  |  30304   | • via 3356
   4   | LEARN  |  30299   | • via 3356
   4   | LEARN  |  30286   | • via 3356
   4   | LEARN  |  30283   | • via 3356
   4   | LEARN  |  30278   | • via 3356
   4   | LEARN  |  30266   | • via 3356
   4   | LEARN  |  30262   | • via 3356
   4   | LEARN  |  30260   | • via 3356
   4   | LEARN  |  30252   | • via 3356
   4   | LEARN  |  30247   | • via 3356
   4   | LEARN  |  30244   | • via 3356
   4   | LEARN  |  30239   | • via 3356
   4   | LEARN  |  30238   | • via 3356
   4   | LEARN  |  30228   | • via 3356
   4   | LEARN  |  30224   | • via 3356
   4   | LEARN  |  30219   | • via 3356
   4   | LEARN  |  30207   | • via 3356
   4   | LEARN  |  30189   | • via 3356
   4   | LEARN  |  30188   | • via 3356
   4   | LEARN  |  30176   | • via 3356
   4   | LEARN  |  30175   | • via 3356
   4   | LEARN  |  30171   | • via 3356
   4   | LEARN  |  30162   | • via 3356
   4   | LEARN  |  30146   | • via 3356
   4   | LEARN  |  30121   | • via 3356
   4   | LEARN  |  30120   | • via 3356
   4   | LEARN  |  30119   | • via 3356
   4   | LEARN  |  30118   | • via 3356
   4   | LEARN  |  30115   | • via 3356
   4   | LEARN  |  30109   | • via 3356
   4   | LEARN  |  30108   | • via 3356
   4   | LEARN  |  30103   | • via 3356
   4   | LEARN  |  30101   | • via 3356
   4   | LEARN  |  30097   | • via 3356
   4   | LEARN  |  30087   | • via 3356
   4   | LEARN  |  30083   | • via 3356
   4   | LEARN  |  30082   | • via 3356
   4   | LEARN  |  30076   | • via 3356
   4   | LEARN  |  30070   | • via 3356
   4   | LEARN  |  30066   | • via 3356
   4   | LEARN  |  30060   | • via 3356
   4   | LEARN  |  30059   | • via 3356
   4   | LEARN  |  30056   | • via 3356
   4   | LEARN  |  30051   | • via 3356
   4   | LEARN  |  30047   | • via 3356
   4   | LEARN  |  30046   | • via 3356
   4   | LEARN  |  30043   | • via 3356
   4   | LEARN  |  30036   | • via 3356
   4   | LEARN  |  30031   | • via 3356
   4   | LEARN  |  30030   | • via 3356
   4   | LEARN  |  30027   | • via 3356
   4   | LEARN  |  30021   | • via 3356
   4   | LEARN  |  30018   | • via 3356
   4   | LEARN  |  30013   | • via 3356
   4   | LEARN  |  30012   | • via 3356
   4   | LEARN  |  30009   | • via 3356
   4   | LEARN  |  30006   | • via 3356
   4   | LEARN  |  29990   | • via 3356
   4   | LEARN  |  29981   | • via 3356
   4   | LEARN  |  29967   | • via 3356
   4   | LEARN  |  29964   | • via 3356
   4   | LEARN  |  29963   | • via 3356
   4   | LEARN  |  29960   | • via 3356
   4   | LEARN  |  29949   | • via 3356
   4   | LEARN  |  29947   | • via 3356
   4   | LEARN  |  29935   | • via 3356
   4   | LEARN  |  29933   | • via 3356
   4   | LEARN  |  29921   | • via 3356
   4   | LEARN  |  29906   | • via 3356
   4   | LEARN  |  29905   | • via 3356
   4   | LEARN  |  29899   | • via 3356
   4   | LEARN  |  29891   | • via 3356
   4   | LEARN  |  29888   | • via 3356
   4   | LEARN  |  29884   | • via 3356
   4   | LEARN  |  29875   | • via 3356
   4   | LEARN  |  29871   | • via 3356
   4   | LEARN  |  29863   | • via 3356
   4   | LEARN  |  29848   | • via 3356
   4   | LEARN  |  29841   | • via 3356
   4   | LEARN  |  29825   | • via 3356
   4   | LEARN  |  29824   | • via 3356
   4   | LEARN  |  29823   | • via 3356
   4   | LEARN  |  29818   | • via 3356
   4   | LEARN  |  29802   | • via 3356
   4   | LEARN  |  29792   | • via 3356
   4   | LEARN  |  29784   | • via 3356
   4   | LEARN  |  29782   | • via 3356
   4   | LEARN  |  29771   | • via 3356
   4   | LEARN  |  29767   | • via 3356
   4   | LEARN  |  29765   | • via 3356
   4   | LEARN  |  29750   | • via 3356
   4   | LEARN  |  29748   | • via 3356
   4   | LEARN  |  29745   | • via 3356
   4   | LEARN  |  29736   | • via 3356
   4   | LEARN  |  29728   | • via 3356
   4   | LEARN  |  29721   | • via 3356
   4   | LEARN  |  29720   | • via 3356
   4   | LEARN  |  29705   | • via 3356
   4   | LEARN  |  29702   | • via 3356
   4   | LEARN  |  29700   | • via 3356
   4   | LEARN  |  29695   | • via 3356
   4   | LEARN  |  29669   | • via 3356
   4   | LEARN  |  29668   | • via 3356
   4   | LEARN  |  29664   | • via 3356
   4   | LEARN  |  29632   | • via 3356
   4   | LEARN  |  29611   | • via 3356
   4   | LEARN  |  29608   | • via 3356
   4   | LEARN  |  29591   | • via 3356
   4   | LEARN  |  29518   | • via 3356
   4   | LEARN  |  29452   | • via 3356
   4   | LEARN  |  29430   | • via 3356
   4   | LEARN  |  29413   | • via 3356
   4   | LEARN  |  29403   | • via 3356
   4   | LEARN  |  29400   | • via 3356
   4   | LEARN  |  29396   | • via 3356
   4   | LEARN  |  29314   | • via 3356
   4   | LEARN  |  29283   | • via 3356
   4   | LEARN  |  29222   | • via 3356
   4   | LEARN  |  29198   | • via 3356
   4   | LEARN  |  29197   | • via 3356
   4   | LEARN  |  29169   | • via 3356
   4   | LEARN  |  29119   | • via 3356
   4   | LEARN  |  29107   | • via 3356
   4   | LEARN  |  29084   | • via 3356
   4   | LEARN  |  29075   | • via 3356
   4   | LEARN  |  29056   | • via 3356
   4   | LEARN  |  29049   | • via 3356
   4   | LEARN  |  29045   | • via 3356
   4   | LEARN  |  29017   | • via 3356
   4   | LEARN  |  29016   | • via 3356
   4   | LEARN  |  29014   | • via 3356
   4   | LEARN  |  28988   | • via 3356
   4   | LEARN  |  28979   | • via 3356
   4   | LEARN  |  28939   | • via 3356
   4   | LEARN  |  28931   | • via 3356
   4   | LEARN  |  28914   | • via 3356
   4   | LEARN  |  28910   | • via 3356
   4   | LEARN  |  28855   | • via 3356
   4   | LEARN  |  28846   | • via 3356
   4   | LEARN  |  28789   | • via 3356
   4   | LEARN  |  28757   | • via 3356
   4   | LEARN  |  28756   | • via 3356
   4   | LEARN  |  28701   | • via 3356
   4   | LEARN  |  28695   | • via 3356
   4   | LEARN  |  28693   | • via 3356
   4   | LEARN  |  28676   | • via 3356
   4   | LEARN  |  28669   | • via 3356
   4   | LEARN  |  28665   | • via 3356
   4   | LEARN  |  28653   | • via 3356
   4   | LEARN  |  28649   | • via 3356
   4   | LEARN  |  28630   | • via 3356
   4   | LEARN  |  28627   | • via 3356
   4   | LEARN  |  28626   | • via 3356
   4   | LEARN  |  28624   | • via 3356
   4   | LEARN  |  28619   | • via 3356
   4   | LEARN  |  28613   | • via 3356
   4   | LEARN  |  28598   | • via 3356
   4   | LEARN  |  28597   | • via 3356
   4   | LEARN  |  28596   | • via 3356
   4   | LEARN  |  28594   | • via 3356
   4   | LEARN  |  28591   | • via 3356
   4   | LEARN  |  28586   | • via 3356
   4   | LEARN  |  28580   | • via 3356
   4   | LEARN  |  28554   | • via 3356
   4   | LEARN  |  28548   | • via 3356
   4   | LEARN  |  28513   | • via 3356
   4   | LEARN  |  28509   | • via 3356
   4   | LEARN  |  28502   | • via 3356
   4   | LEARN  |  28469   | • via 3356
   4   | LEARN  |  28458   | • via 3356
   4   | LEARN  |  28394   | • via 3356
   4   | LEARN  |  28366   | • via 3356
   4   | LEARN  |  28359   | • via 3356
   4   | LEARN  |  28343   | • via 3356
   4   | LEARN  |  28330   | • via 3356
   4   | LEARN  |  28329   | • via 3356
   4   | LEARN  |  28308   | • via 3356
   4   | LEARN  |  28300   | • via 3356
   4   | LEARN  |  28299   | • via 3356
   4   | LEARN  |  28295   | • via 3356
   4   | LEARN  |  28293   | • via 3356
   4   | LEARN  |  28283   | • via 3356
   4   | LEARN  |  28279   | • via 3356
   4   | LEARN  |  28258   | • via 3356
   4   | LEARN  |  28239   | • via 3356
   4   | LEARN  |  28232   | • via 3356
   4   | LEARN  |  28227   | • via 3356
   4   | LEARN  |  28220   | • via 3356
   4   | LEARN  |  28210   | • via 3356
   4   | LEARN  |  28207   | • via 3356
   4   | LEARN  |  28201   | • via 3356
   4   | LEARN  |  266233  | • via 3356
   4   | LEARN  |  28195   | • via 3356
   4   | LEARN  |  28186   | • via 3356
   4   | LEARN  |  28178   | • via 3356
   4   | LEARN  |  28173   | • via 3356
   4   | LEARN  |  28165   | • via 3356
   4   | LEARN  |  28158   | • via 3356
   4   | LEARN  |  28148   | • via 3356
   4   | LEARN  |  28146   | • via 3356
   4   | LEARN  |  28142   | • via 3356
   4   | LEARN  |  28140   | • via 3356
   4   | LEARN  |  28130   | • via 3356
   4   | LEARN  |  28126   | • via 3356
   4   | LEARN  |  28121   | • via 3356
   4   | LEARN  |  28053   | • via 3356
   4   | LEARN  |  28024   | • via 3356
   4   | LEARN  |  28009   | • via 3356
   4   | LEARN  |  27984   | • via 3356
   4   | LEARN  |  27976   | • via 3356
   4   | LEARN  |  27947   | • via 3356
   4   | LEARN  |  27908   | • via 3356
   4   | LEARN  |  27851   | • via 3356
   4   | LEARN  |  27843   | • via 3356
   4   | LEARN  |  27822   | • via 3356
   4   | LEARN  |  27766   | • via 3356
   4   | LEARN  |  27747   | • via 3356
   4   | LEARN  |  27746   | • via 3356
   4   | LEARN  |  27715   | • via 3356
   4   | LEARN  |  27647   | • via 3356
   4   | LEARN  |  27640   | • via 3356
   4   | LEARN  |  27639   | • via 3356
   4   | LEARN  |  27632   | • via 3356
   4   | LEARN  |  27624   | • via 3356
   4   | LEARN  |  27614   | • via 3356
   4   | LEARN  |  27597   | • via 3356
   4   | LEARN  |  27590   | • via 3356
   4   | LEARN  |  27585   | • via 3356
   4   | LEARN  |  27572   | • via 3356
   4   | LEARN  |  27570   | • via 3356
   4   | LEARN  |  27566   | • via 3356
   4   | LEARN  |  27565   | • via 3356
   4   | LEARN  |  27564   | • via 3356
   4   | LEARN  |  27559   | • via 3356
   4   | LEARN  |  27555   | • via 3356
   4   | LEARN  |  27552   | • via 3356
   4   | LEARN  |  27548   | • via 3356
   4   | LEARN  |  27547   | • via 3356
   4   | LEARN  |  27537   | • via 3356
   4   | LEARN  |  27526   | • via 3356
   4   | LEARN  |  27521   | • via 3356
   4   | LEARN  |  27507   | • via 3356
   4   | LEARN  |  27501   | • via 3356
   4   | LEARN  |  27495   | • via 3356
   4   | LEARN  |  27467   | • via 3356
   4   | LEARN  |  27459   | • via 3356
   4   | LEARN  |  27447   | • via 3356
   4   | LEARN  |  27446   | • via 3356
   4   | LEARN  |  27437   | • via 3356
   4   | LEARN  |  27435   | • via 3356
   4   | LEARN  |  27434   | • via 3356
   4   | LEARN  |  27425   | • via 3356
   4   | LEARN  |  27421   | • via 3356
   4   | LEARN  |  27414   | • via 3356
   4   | LEARN  |  27401   | • via 3356
   4   | LEARN  |  27400   | • via 3356
   4   | LEARN  |  27385   | • via 3356
   4   | LEARN  |  27381   | • via 3356
   4   | LEARN  |  27377   | • via 3356
   4   | LEARN  |  27376   | • via 3356
   4   | LEARN  |  27374   | • via 3356
   4   | LEARN  |  27368   | • via 3356
   4   | LEARN  |  27363   | • via 3356
   4   | LEARN  |  27360   | • via 3356
   4   | LEARN  |  27345   | • via 3356
   4   | LEARN  |  27336   | • via 3356
   4   | LEARN  |  27330   | • via 3356
   4   | LEARN  |  27329   | • via 3356
   4   | LEARN  |  27328   | • via 3356
   4   | LEARN  |  27325   | • via 3356
   4   | LEARN  |  27313   | • via 3356
   4   | LEARN  |  27307   | • via 3356
   4   | LEARN  |  27292   | • via 3356
   4   | LEARN  |  27285   | • via 3356
   4   | LEARN  |  27283   | • via 3356
   4   | LEARN  |  27281   | • via 3356
   4   | LEARN  |  27279   | • via 3356
   4   | LEARN  |  27277   | • via 3356
   4   | LEARN  |  27270   | • via 3356
   4   | LEARN  |  27263   | • via 3356
   4   | LEARN  |  27254   | • via 3356
   4   | LEARN  |  27244   | • via 3356
   4   | LEARN  |  27240   | • via 3356
   4   | LEARN  |  27237   | • via 3356
   4   | LEARN  |  27226   | • via 3356
   4   | LEARN  |  27224   | • via 3356
   4   | LEARN  |  27207   | • via 3356
   4   | LEARN  |  27205   | • via 3356
   4   | LEARN  |  27203   | • via 3356
   4   | LEARN  |  27195   | • via 3356
   4   | LEARN  |  27186   | • via 3356
   4   | LEARN  |  27180   | • via 3356
   4   | LEARN  |  27170   | • via 3356
   4   | LEARN  |  27163   | • via 3356
   4   | LEARN  |  27162   | • via 3356
   4   | LEARN  |  27026   | • via 3356
   4   | LEARN  |  27021   | • via 3356
   4   | LEARN  |  27020   | • via 3356
   4   | LEARN  |  27011   | • via 3356
   4   | LEARN  |  27006   | • via 3356
   4   | LEARN  |  26991   | • via 3356
   4   | LEARN  |  26989   | • via 3356
   4   | LEARN  |  26978   | • via 3356
   4   | LEARN  |  26977   | • via 3356
   4   | LEARN  |  26975   | • via 3356
   4   | LEARN  |  26967   | • via 3356
   4   | LEARN  |  26964   | • via 3356
   4   | LEARN  |  26962   | • via 3356
   4   | LEARN  |  26959   | • via 3356
   4   | LEARN  |  26948   | • via 3356
   4   | LEARN  |  26940   | • via 3356
   4   | LEARN  |  26915   | • via 3356
   4   | LEARN  |  26914   | • via 3356
   4   | LEARN  |  26885   | • via 3356
   4   | LEARN  |  26878   | • via 3356
   4   | LEARN  |  26876   | • via 3356
   4   | LEARN  |  26857   | • via 3356
   4   | LEARN  |  26854   | • via 3356
   4   | LEARN  |  26852   | • via 3356
   4   | LEARN  |  26848   | • via 3356
   4   | LEARN  |  26843   | • via 3356
   4   | LEARN  |  26842   | • via 3356
   4   | LEARN  |  26835   | • via 3356
   4   | LEARN  |  26833   | • via 3356
   4   | LEARN  |  26831   | • via 3356
   4   | LEARN  |  26827   | • via 3356
   4   | LEARN  |  26811   | • via 3356
   4   | LEARN  |  26808   | • via 3356
   4   | LEARN  |  26805   | • via 3356
   4   | LEARN  |  26787   | • via 3356
   4   | LEARN  |  26782   | • via 3356
   4   | LEARN  |  26781   | • via 3356
   4   | LEARN  |  26778   | • via 3356
   4   | LEARN  |  26777   | • via 3356
   4   | LEARN  |  26762   | • via 3356
   4   | LEARN  |  26759   | • via 3356
   4   | LEARN  |  26751   | • via 3356
   4   | LEARN  |  26746   | • via 3356
   4   | LEARN  |  26738   | • via 3356
   4   | LEARN  |  26729   | • via 3356
   4   | LEARN  |  26721   | • via 3356
   4   | LEARN  |  26709   | • via 3356
   4   | LEARN  |  26708   | • via 3356
   4   | LEARN  |  26705   | • via 3356
   4   | LEARN  |  26704   | • via 3356
   4   | LEARN  |  26694   | • via 3356
   4   | LEARN  |  26685   | • via 3356
   4   | LEARN  |  26675   | • via 3356
   4   | LEARN  |  26673   | • via 3356
   4   | LEARN  |  26672   | • via 3356
   4   | LEARN  |  26667   | • via 3356
   4   | LEARN  |  26651   | • via 3356
   4   | LEARN  |  26648   | • via 3356
   4   | LEARN  |  26647   | • via 3356
   4   | LEARN  |  26646   | • via 3356
   4   | LEARN  |  26630   | • via 3356
   4   | LEARN  |  26615   | • via 3356
   4   | LEARN  |  26592   | • via 3356
   4   | LEARN  |  26591   | • via 3356
   4   | LEARN  |  26585   | • via 3356
   4   | LEARN  |  26584   | • via 3356
   4   | LEARN  |  26573   | • via 3356
   4   | LEARN  |  26558   | • via 3356
   4   | LEARN  |  26551   | • via 3356
   4   | LEARN  |  26536   | • via 3356
   4   | LEARN  |  26526   | • via 3356
   4   | LEARN  |  26524   | • via 3356
   4   | LEARN  |  26517   | • via 3356
   4   | LEARN  |  26512   | • via 3356
   4   | LEARN  |  26503   | • via 3356
   4   | LEARN  |  26496   | • via 3356
   4   | LEARN  |  26487   | • via 3356
   4   | LEARN  |  26485   | • via 3356
   4   | LEARN  |  26471   | • via 3356
   4   | LEARN  |  26464   | • via 3356
   4   | LEARN  |  26461   | • via 3356
   4   | LEARN  |  26459   | • via 3356
   4   | LEARN  |  26455   | • via 3356
   4   | LEARN  |  26447   | • via 3356
   4   | LEARN  |  26443   | • via 3356
   4   | LEARN  |  26442   | • via 3356
   4   | LEARN  |  26437   | • via 3356
   4   | LEARN  |  26428   | • via 3356
   4   | LEARN  |  26425   | • via 3356
   4   | LEARN  |  26421   | • via 3356
   4   | LEARN  |  26409   | • via 3356
   4   | LEARN  |  26407   | • via 3356
   4   | LEARN  |  26405   | • via 3356
   4   | LEARN  |  26404   | • via 3356
   4   | LEARN  |  26402   | • via 3356
   4   | LEARN  |  26382   | • via 3356
   4   | LEARN  |  26378   | • via 3356
   4   | LEARN  |  26376   | • via 3356
   4   | LEARN  |  26375   | • via 3356
   4   | LEARN  |  26372   | • via 3356
   4   | LEARN  |  26351   | • via 3356
   4   | LEARN  |  26347   | • via 3356
   4   | LEARN  |  26344   | • via 3356
   4   | LEARN  |  26342   | • via 3356
   4   | LEARN  |  26338   | • via 3356
   4   | LEARN  |  26324   | • via 3356
   4   | LEARN  |  26312   | • via 3356
   4   | LEARN  |  26298   | • via 3356
   4   | LEARN  |  26283   | • via 3356
   4   | LEARN  |  26262   | • via 3356
   4   | LEARN  |  26252   | • via 3356
   4   | LEARN  |  26246   | • via 3356
   4   | LEARN  |  26245   | • via 3356
   4   | LEARN  |  26244   | • via 3356
   4   | LEARN  |  26241   | • via 3356
   4   | LEARN  |  26237   | • via 3356
   4   | LEARN  |  26234   | • via 3356
   4   | LEARN  |  26229   | • via 3356
   4   | LEARN  |  26225   | • via 3356
   4   | LEARN  |  26224   | • via 3356
   4   | LEARN  |  202623  | • via 3356
   4   | LEARN  |  26218   | • via 3356
   4   | LEARN  |  26217   | • via 3356
   4   | LEARN  |  26214   | • via 3356
   4   | LEARN  |  26211   | • via 3356
   4   | LEARN  |  26209   | • via 3356
   4   | LEARN  |  26190   | • via 3356
   4   | LEARN  |  26182   | • via 3356
   4   | LEARN  |  26159   | • via 3356
   4   | LEARN  |  26153   | • via 3356
   4   | LEARN  |  26143   | • via 3356
   4   | LEARN  |  26135   | • via 3356
   4   | LEARN  |  26134   | • via 3356
   4   | LEARN  |  26114   | • via 3356
   4   | LEARN  |  26104   | • via 3356
   4   | LEARN  |  26102   | • via 3356
   4   | LEARN  |  201563  | • via 3356
   4   | LEARN  |  26086   | • via 3356
   4   | LEARN  |  26084   | • via 3356
   4   | LEARN  |  26076   | • via 3356
   4   | LEARN  |  26063   | • via 3356
   4   | LEARN  |  26062   | • via 3356
   4   | LEARN  |  26058   | • via 3356
   4   | LEARN  |  26057   | • via 3356
   4   | LEARN  |  26053   | • via 3356
   4   | LEARN  |  26038   | • via 3356
   4   | LEARN  |  26028   | • via 3356
   4   | LEARN  |  26010   | • via 3356
   4   | LEARN  |  26007   | • via 3356
   4   | LEARN  |  26001   | • via 3356
   4   | LEARN  |  25977   | • via 3356
   4   | LEARN  |  25967   | • via 3356
   4   | LEARN  |  200573  | • via 3356
   4   | LEARN  |  25955   | • via 3356
   4   | LEARN  |  25951   | • via 3356
   4   | LEARN  |  25940   | • via 3356
   4   | LEARN  |  25938   | • via 3356
   4   | LEARN  |  25934   | • via 3356
   4   | LEARN  |  25933   | • via 3356
   4   | LEARN  |  25932   | • via 3356
   4   | LEARN  |  25931   | • via 3356
   4   | LEARN  |  25930   | • via 3356
   4   | LEARN  |  25923   | • via 3356
   4   | LEARN  |  25921   | • via 3356
   4   | LEARN  |  25917   | • via 3356
   4   | LEARN  |  25909   | • via 3356
   4   | LEARN  |  25906   | • via 3356
   4   | LEARN  |  25899   | • via 3356
   4   | LEARN  |  25898   | • via 3356
   4   | LEARN  |  25896   | • via 3356
   4   | LEARN  |  25883   | • via 3356
   4   | LEARN  |  25878   | • via 3356
   4   | LEARN  |  25873   | • via 3356
   4   | LEARN  |  25871   | • via 3356
   4   | LEARN  |  25864   | • via 3356
   4   | LEARN  |  25854   | • via 3356
   4   | LEARN  |  25853   | • via 3356
   4   | LEARN  |  25845   | • via 3356
   4   | LEARN  |  25844   | • via 3356
   4   | LEARN  |  25843   | • via 3356
   4   | LEARN  |  25842   | • via 3356
   4   | LEARN  |  25840   | • via 3356
   4   | LEARN  |  25836   | • via 3356
   4   | LEARN  |  25829   | • via 3356
   4   | LEARN  |  25823   | • via 3356
   4   | LEARN  |  25818   | • via 3356
   4   | LEARN  |  25806   | • via 3356
   4   | LEARN  |  25802   | • via 3356
   4   | LEARN  |  25794   | • via 3356
   4   | LEARN  |  25792   | • via 3356
   4   | LEARN  |  25786   | • via 3356
   4   | LEARN  |  25771   | • via 3356
   4   | LEARN  |  25766   | • via 3356
   4   | LEARN  |  25765   | • via 3356
   4   | LEARN  |  25755   | • via 3356
   4   | LEARN  |  25753   | • via 3356
   4   | LEARN  |  25751   | • via 3356
   4   | LEARN  |  25750   | • via 3356
   4   | LEARN  |  25746   | • via 3356
   4   | LEARN  |  25740   | • via 3356
   4   | LEARN  |  25739   | • via 3356
   4   | LEARN  |  25720   | • via 3356
   4   | LEARN  |  25716   | • via 3356
   4   | LEARN  |  25713   | • via 3356
   4   | LEARN  |  25712   | • via 3356
   4   | LEARN  |  25699   | • via 3356
   4   | LEARN  |  25694   | • via 3356
   4   | LEARN  |  25687   | • via 3356
   4   | LEARN  |  25679   | • via 3356
   4   | LEARN  |  25674   | • via 3356
   4   | LEARN  |  25673   | • via 3356
   4   | LEARN  |  25672   | • via 3356
   4   | LEARN  |  25667   | • via 3356
   4   | LEARN  |  25655   | • via 3356
   4   | LEARN  |  25647   | • via 3356
   4   | LEARN  |  25645   | • via 3356
   4   | LEARN  |  25627   | • via 3356
