 Time  | Event  |   Node   | Routing Information
   6   | LEARN  |  141198  | • via 58682
   6   | LEARN  |  141038  | • via 58682
   6   | LEARN  |  140930  | • via 58682
   6   | LEARN  |  140674  | • via 58682
   6   | LEARN  |  140585  | • via 58682
   6   | LEARN  |  140321  | • via 58682
   6   | LEARN  |  140229  | • via 58682
   6   | LEARN  |  140103  | • via 58682
   6   | LEARN  |  140093  | • via 58682
   6   | LEARN  |  140077  | • via 58682
   6   | LEARN  |  140069  | • via 58682
   6   | LEARN  |  139857  | • via 58682
   6   | LEARN  |  139850  | • via 58682
   6   | LEARN  |  139825  | • via 58682
   6   | LEARN  |  139802  | • via 58682
   6   | LEARN  |  139786  | • via 58682
   6   | LEARN  |  139769  | • via 58682
   6   | LEARN  |  139758  | • via 58682
   6   | LEARN  |  139473  | • via 58682
   6   | LEARN  |  139343  | • via 58682
   6   | LEARN  |  139278  | • via 58682
   6   | LEARN  |  139053  | • via 58682
   6   | LEARN  |  139036  | • via 58682
   6   | LEARN  |  138557  | • via 58682
   6   | LEARN  |  138544  | • via 58682
   6   | LEARN  |  138523  | • via 58682
   6   | LEARN  |  138476  | • via 58682
   6   | LEARN  |  138403  | • via 58682
   6   | LEARN  |  138362  | • via 58682
   6   | LEARN  |  138191  | • via 58682
   6   | LEARN  |  138043  | • via 58682
   6   | LEARN  |  137959  | • via 58682
   6   | LEARN  |  137862  | • via 58682
   6   | LEARN  |  137572  | • via 58682
   6   | LEARN  |  137570  | • via 58682
   6   | LEARN  |  137498  | • via 58682
   6   | LEARN  |  137435  | • via 58682
   6   | LEARN  |  137255  | • via 58682
   6   | LEARN  |  137189  | • via 58682
   6   | LEARN  |  137023  | • via 58682
   6   | LEARN  |  136941  | • via 58682
   6   | LEARN  |  136917  | • via 58682
   6   | LEARN  |  136531  | • via 58682
   6   | LEARN  |  136435  | • via 58682
   6   | LEARN  |  136275  | • via 58682
   6   | LEARN  |  136151  | • via 58682
   6   | LEARN  |  136027  | • via 58682
   6   | LEARN  |  136007  | • via 58682
   6   | LEARN  |  135554  | • via 58682
   6   | LEARN  |  135527  | • via 58682
   6   | LEARN  |  135076  | • via 58682
   6   | LEARN  |  135037  | • via 58682
   6   | LEARN  |  134978  | • via 58682
   6   | LEARN  |  134971  | • via 58682
   6   | LEARN  |  134970  | • via 58682
   6   | LEARN  |  134968  | • via 58682
   6   | LEARN  |  134841  | • via 58682
   6   | LEARN  |  134732  | • via 58682
   6   | LEARN  |  134712  | • via 58682
   6   | LEARN  |  134676  | • via 58682
   6   | LEARN  |  134601  | • via 58682
   6   | LEARN  |  134595  | • via 58682
   6   | LEARN  |  134552  | • via 58682
   6   | LEARN  |  134382  | • via 58682
   6   | LEARN  |  134226  | • via 58682
   6   | LEARN  |  134116  | • via 58682
   6   | LEARN  |  132884  | • via 58682
   6   | LEARN  |  132337  | • via 58682
   6   | LEARN  |  132294  | • via 58682
   6   | LEARN  |  132290  | • via 58682
   6   | LEARN  |  131183  | • via 58682
   6   | LEARN  |  64075   | • via 58682
   6   | LEARN  |  64063   | • via 58682
   6   | LEARN  |  64037   | • via 58682
   6   | LEARN  |  63980   | • via 58682
   6   | LEARN  |  63963   | • via 58682
   6   | LEARN  |  63956   | • via 58682
   6   | LEARN  |  63927   | • via 58682
   6   | LEARN  |  59605   | • via 58682
   6   | LEARN  |  59353   | • via 58682
   6   | LEARN  |  59318   | • via 58682
   6   | LEARN  |  58952   | • via 58682
   6   | LEARN  |  58912   | • via 58682
   6   | LEARN  |  58890   | • via 58682
   6   | LEARN  |  58826   | • via 58682
   6   | LEARN  |  58768   | • via 58682
   6   | LEARN  |  58736   | • via 58682
   6   | LEARN  |  55828   | • via 58682
   6   | LEARN  |  55406   | • via 58682
   6   | LEARN  |  54994   | • via 58682
   6   | LEARN  |  45925   | • via 58682
   6   | LEARN  |  45245   | • via 58682
   6   | LEARN  |  45176   | • via 58682
   6   | LEARN  |  38712   | • via 58682
   6   | LEARN  |  38614   | • via 58682
   6   | LEARN  |  38313   | • via 58682
   6   | LEARN  |  38203   | • via 58682
   6   | LEARN  |  38192   | • via 58682
   6   | LEARN  |  38071   | • via 58682
   6   | LEARN  |  38031   | • via 58682
   6   | LEARN  |  38026   | • via 58682
   6   | LEARN  |  38017   | • via 58682
   6   | LEARN  |  38011   | • via 58682
   6   | LEARN  |  24556   | • via 58682
   6   | LEARN  |  24481   | • via 58682
   6   | LEARN  |  24432   | • via 58682
   6   | LEARN  |  24389   | • via 58682
   6   | LEARN  |  24342   | • via 58682
   6   | LEARN  |  24323   | • via 58682
   6   | LEARN  |  23893   | • via 58682
   6   | LEARN  |  23688   | • via 58682
   6   | LEARN  |  17471   | • via 58682
   6   | LEARN  |  13335   | • via 58682
   6   | LEARN  |  10122   | • via 58682
   6   | LEARN  |   9832   | • via 58682
   6   | LEARN  |   9441   | • via 58682
   6   | LEARN  |   9288   | • via 58682
   6   | LEARN  |   9230   | • via 58682
   6   | LEARN  |   7565   | • via 58682
   6   | LEARN  |  58511   | • via 58682
   6   | LEARN  |  38880   | • via 58682
   6   | LEARN  |  38001   | • via 58682
   6   | LEARN  |  33891   | • via 58682
   6   | LEARN  |  24516   | • via 58682
   6   | LEARN  |  23673   | • via 58682
   6   | LEARN  |  18106   | • via 58682
   6   | LEARN  |  17639   | • via 58682
   6   | LEARN  |  16552   | • via 58682
   6   | LEARN  |  14061   | • via 58682
   6   | LEARN  |   9902   | • via 58682
   6   | LEARN  |   9498   | • via 58682
   6   | LEARN  |   9268   | • via 58682
   6   | LEARN  |   8220   | • via 58682
   6   | LEARN  |   7713   | • via 58682
   6   | LEARN  |   6939   | • via 58682
   6   | LEARN  |   6453   | • via 58682
   6   | LEARN  |   4844   | • via 58682
   6   | LEARN  |   4826   | • via 58682
   6   | LEARN  |   2914   | • via 58682
   6   | LEARN  |   1828   | • via 58682
   6   | LEARN  |   1299   | • via 58682
   6   | LEARN  |   174    | • via 58682
   6   | LEARN  |  399462  | • via 174
   6   | LEARN  |  399451  | • via 174
   6   | LEARN  |  399438  | • via 174
   6   | LEARN  |  399424  | • via 174
   6   | LEARN  |  399401  | • via 174
   6   | LEARN  |  399378  | • via 174
   6   | LEARN  |  399362  | • via 174
   6   | LEARN  |  399361  | • via 174
   6   | LEARN  |  399354  | • via 174
   6   | LEARN  |  399301  | • via 174
   6   | LEARN  |  399288  | • via 174
   6   | LEARN  |  399265  | • via 174
   6   | LEARN  |  399240  | • via 174
   6   | LEARN  |  399231  | • via 174
   6   | LEARN  |  399226  | • via 174
   6   | LEARN  |  399221  | • via 174
   6   | LEARN  |  399211  | • via 174
   6   | LEARN  |  399206  | • via 174
   6   | LEARN  |  399205  | • via 174
   6   | LEARN  |  399199  | • via 174
   6   | LEARN  |  399193  | • via 174
   6   | LEARN  |  399188  | • via 174
   6   | LEARN  |  399145  | • via 174
   6   | LEARN  |  399134  | • via 174
   6   | LEARN  |  399124  | • via 174
   6   | LEARN  |  399117  | • via 174
   6   | LEARN  |  399112  | • via 174
   6   | LEARN  |  399103  | • via 174
   6   | LEARN  |  399090  | • via 174
   6   | LEARN  |  399089  | • via 174
   6   | LEARN  |  399077  | • via 174
   6   | LEARN  |  399072  | • via 174
   6   | LEARN  |  399045  | • via 174
   6   | LEARN  |  399044  | • via 174
   6   | LEARN  |  399041  | • via 174
   6   | LEARN  |  399037  | • via 174
   6   | LEARN  |  399007  | • via 174
   6   | LEARN  |  398996  | • via 174
   6   | LEARN  |  398989  | • via 174
   6   | LEARN  |  398976  | • via 174
   6   | LEARN  |  398968  | • via 174
   6   | LEARN  |  398956  | • via 174
   6   | LEARN  |  398930  | • via 174
   6   | LEARN  |  398914  | • via 174
   6   | LEARN  |  398886  | • via 174
   6   | LEARN  |  398880  | • via 174
   6   | LEARN  |  398866  | • via 174
   6   | LEARN  |  398853  | • via 174
   6   | LEARN  |  398840  | • via 174
   6   | LEARN  |  398836  | • via 174
   6   | LEARN  |  398826  | • via 174
   6   | LEARN  |  398823  | • via 174
   6   | LEARN  |  398816  | • via 174
   6   | LEARN  |  398811  | • via 174
   6   | LEARN  |  398808  | • via 174
   6   | LEARN  |  398797  | • via 174
   6   | LEARN  |  398779  | • via 174
   6   | LEARN  |  398754  | • via 174
   6   | LEARN  |  398749  | • via 174
   6   | LEARN  |  398745  | • via 174
   6   | LEARN  |  398732  | • via 174
   6   | LEARN  |  398728  | • via 174
   6   | LEARN  |  398721  | • via 174
   6   | LEARN  |  398717  | • via 174
   6   | LEARN  |  398710  | • via 174
   6   | LEARN  |  398704  | • via 174
   6   | LEARN  |  398670  | • via 174
   6   | LEARN  |  398668  | • via 174
   6   | LEARN  |  398646  | • via 174
   6   | LEARN  |  398644  | • via 174
   6   | LEARN  |  398636  | • via 174
   6   | LEARN  |  398538  | • via 174
   6   | LEARN  |  398497  | • via 174
   6   | LEARN  |  398494  | • via 174
   6   | LEARN  |  398491  | • via 174
   6   | LEARN  |  398488  | • via 174
   6   | LEARN  |  398479  | • via 174
   6   | LEARN  |  398475  | • via 174
   6   | LEARN  |  398465  | • via 174
   6   | LEARN  |  398448  | • via 174
   6   | LEARN  |  398433  | • via 174
   6   | LEARN  |  398432  | • via 174
   6   | LEARN  |  398427  | • via 174
   6   | LEARN  |  398420  | • via 174
   6   | LEARN  |  398410  | • via 174
   6   | LEARN  |  398409  | • via 174
   6   | LEARN  |  398406  | • via 174
   6   | LEARN  |  398404  | • via 174
   6   | LEARN  |  398400  | • via 174
   6   | LEARN  |  398398  | • via 174
   6   | LEARN  |  398397  | • via 174
   6   | LEARN  |  398388  | • via 174
   6   | LEARN  |  398375  | • via 174
   6   | LEARN  |  398371  | • via 174
   6   | LEARN  |  398360  | • via 174
   6   | LEARN  |  398355  | • via 174
   6   | LEARN  |  398347  | • via 174
   6   | LEARN  |  398346  | • via 174
   6   | LEARN  |  398345  | • via 174
   6   | LEARN  |  398343  | • via 174
   6   | LEARN  |  398334  | • via 174
   6   | LEARN  |  398323  | • via 174
   6   | LEARN  |  398321  | • via 174
   6   | LEARN  |  398300  | • via 174
   6   | LEARN  |  398297  | • via 174
   6   | LEARN  |  398294  | • via 174
   6   | LEARN  |  398287  | • via 174
   6   | LEARN  |  398286  | • via 174
   6   | LEARN  |  398280  | • via 174
   6   | LEARN  |  398269  | • via 174
   6   | LEARN  |  398267  | • via 174
   6   | LEARN  |  398256  | • via 174
   6   | LEARN  |  398255  | • via 174
   6   | LEARN  |  398249  | • via 174
   6   | LEARN  |  398240  | • via 174
   6   | LEARN  |  398230  | • via 174
   6   | LEARN  |  398210  | • via 174
   6   | LEARN  |  398203  | • via 174
   6   | LEARN  |  398198  | • via 174
   6   | LEARN  |  398195  | • via 174
   6   | LEARN  |  398194  | • via 174
   6   | LEARN  |  398175  | • via 174
   6   | LEARN  |  398171  | • via 174
   6   | LEARN  |  398169  | • via 174
   6   | LEARN  |  398156  | • via 174
   6   | LEARN  |  398138  | • via 174
   6   | LEARN  |  398134  | • via 174
   6   | LEARN  |  398079  | • via 174
   6   | LEARN  |  398074  | • via 174
   6   | LEARN  |  398066  | • via 174
   6   | LEARN  |  398044  | • via 174
   6   | LEARN  |  398037  | • via 174
   6   | LEARN  |  398025  | • via 174
   6   | LEARN  |  398017  | • via 174
   6   | LEARN  |  397964  | • via 174
   6   | LEARN  |  397952  | • via 174
   6   | LEARN  |  397948  | • via 174
   6   | LEARN  |  397945  | • via 174
   6   | LEARN  |  397934  | • via 174
   6   | LEARN  |  397929  | • via 174
   6   | LEARN  |  397919  | • via 174
   6   | LEARN  |  397911  | • via 174
   6   | LEARN  |  397907  | • via 174
   6   | LEARN  |  397903  | • via 174
   6   | LEARN  |  397880  | • via 174
   6   | LEARN  |  397869  | • via 174
   6   | LEARN  |  397868  | • via 174
   6   | LEARN  |  397860  | • via 174
   6   | LEARN  |  397849  | • via 174
   6   | LEARN  |  397843  | • via 174
   6   | LEARN  |  397842  | • via 174
   6   | LEARN  |  397832  | • via 174
   6   | LEARN  |  397826  | • via 174
   6   | LEARN  |  397822  | • via 174
   6   | LEARN  |  397820  | • via 174
   6   | LEARN  |  397818  | • via 174
   6   | LEARN  |  397810  | • via 174
   6   | LEARN  |  397778  | • via 174
   6   | LEARN  |  397774  | • via 174
   6   | LEARN  |  397761  | • via 174
   6   | LEARN  |  397758  | • via 174
   6   | LEARN  |  397757  | • via 174
   6   | LEARN  |  397735  | • via 174
   6   | LEARN  |  397732  | • via 174
   6   | LEARN  |  397723  | • via 174
   6   | LEARN  |  397719  | • via 174
   6   | LEARN  |  397664  | • via 174
   6   | LEARN  |  397655  | • via 174
   6   | LEARN  |  397654  | • via 174
   6   | LEARN  |  397651  | • via 174
   6   | LEARN  |  397647  | • via 174
   6   | LEARN  |  397644  | • via 174
   6   | LEARN  |  397640  | • via 174
   6   | LEARN  |  397619  | • via 174
   6   | LEARN  |  397596  | • via 174
   6   | LEARN  |  397578  | • via 174
   6   | LEARN  |  397573  | • via 174
   6   | LEARN  |  397571  | • via 174
   6   | LEARN  |  397553  | • via 174
   6   | LEARN  |  397550  | • via 174
   6   | LEARN  |  397545  | • via 174
   6   | LEARN  |  397540  | • via 174
   6   | LEARN  |  397536  | • via 174
   6   | LEARN  |  397530  | • via 174
   6   | LEARN  |  397508  | • via 174
   6   | LEARN  |  397496  | • via 174
   6   | LEARN  |  397473  | • via 174
   6   | LEARN  |  397442  | • via 174
   6   | LEARN  |  397424  | • via 174
   6   | LEARN  |  397423  | • via 174
   6   | LEARN  |  397412  | • via 174
   6   | LEARN  |  397408  | • via 174
   6   | LEARN  |  397404  | • via 174
   6   | LEARN  |  397394  | • via 174
   6   | LEARN  |  397384  | • via 174
   6   | LEARN  |  397372  | • via 174
   6   | LEARN  |  397364  | • via 174
   6   | LEARN  |  397341  | • via 174
   6   | LEARN  |  397336  | • via 174
   6   | LEARN  |  397312  | • via 174
   6   | LEARN  |  397311  | • via 174
   6   | LEARN  |  397295  | • via 174
   6   | LEARN  |  397291  | • via 174
   6   | LEARN  |  397269  | • via 174
   6   | LEARN  |  397181  | • via 174
   6   | LEARN  |  397161  | • via 174
   6   | LEARN  |  397146  | • via 174
   6   | LEARN  |  397142  | • via 174
   6   | LEARN  |  397137  | • via 174
   6   | LEARN  |  397125  | • via 174
   6   | LEARN  |  397119  | • via 174
   6   | LEARN  |  397109  | • via 174
   6   | LEARN  |  397104  | • via 174
   6   | LEARN  |  397096  | • via 174
   6   | LEARN  |  397095  | • via 174
   6   | LEARN  |  397089  | • via 174
   6   | LEARN  |  397067  | • via 174
   6   | LEARN  |  397050  | • via 174
   6   | LEARN  |  397048  | • via 174
   6   | LEARN  |  397041  | • via 174
   6   | LEARN  |  397031  | • via 174
   6   | LEARN  |  397027  | • via 174
   6   | LEARN  |  397017  | • via 174
   6   | LEARN  |  397011  | • via 174
   6   | LEARN  |  397007  | • via 174
   6   | LEARN  |  396990  | • via 174
   6   | LEARN  |  396989  | • via 174
   6   | LEARN  |  396986  | • via 174
   6   | LEARN  |  396984  | • via 174
   6   | LEARN  |  396956  | • via 174
   6   | LEARN  |  396949  | • via 174
   6   | LEARN  |  396948  | • via 174
   6   | LEARN  |  396939  | • via 174
   6   | LEARN  |  396935  | • via 174
   6   | LEARN  |  396919  | • via 174
   6   | LEARN  |  396916  | • via 174
   6   | LEARN  |  396896  | • via 174
   6   | LEARN  |  396882  | • via 174
   6   | LEARN  |  396873  | • via 174
   6   | LEARN  |  396868  | • via 174
   6   | LEARN  |  396850  | • via 174
   6   | LEARN  |  396840  | • via 174
   6   | LEARN  |  396839  | • via 174
   6   | LEARN  |  396535  | • via 174
   6   | LEARN  |  396534  | • via 174
   6   | LEARN  |  396528  | • via 174
   6   | LEARN  |  396527  | • via 174
   6   | LEARN  |  396521  | • via 174
   6   | LEARN  |  396509  | • via 174
   6   | LEARN  |  396485  | • via 174
   6   | LEARN  |  396484  | • via 174
   6   | LEARN  |  396477  | • via 174
   6   | LEARN  |  396447  | • via 174
   6   | LEARN  |  396422  | • via 174
   6   | LEARN  |  396421  | • via 174
   6   | LEARN  |  396420  | • via 174
   6   | LEARN  |  396414  | • via 174
   6   | LEARN  |  396406  | • via 174
   6   | LEARN  |  396405  | • via 174
   6   | LEARN  |  396395  | • via 174
   6   | LEARN  |  396362  | • via 174
   6   | LEARN  |  396356  | • via 174
   6   | LEARN  |  396325  | • via 174
   6   | LEARN  |  396300  | • via 174
   6   | LEARN  |  396291  | • via 174
   6   | LEARN  |  396281  | • via 174
   6   | LEARN  |  396269  | • via 174
   6   | LEARN  |  396267  | • via 174
   6   | LEARN  |  396253  | • via 174
   6   | LEARN  |  396249  | • via 174
   6   | LEARN  |  396238  | • via 174
   6   | LEARN  |  396190  | • via 174
   6   | LEARN  |  396188  | • via 174
   6   | LEARN  |  396178  | • via 174
   6   | LEARN  |  396174  | • via 174
   6   | LEARN  |  396168  | • via 174
   6   | LEARN  |  396163  | • via 174
   6   | LEARN  |  396141  | • via 174
   6   | LEARN  |  396123  | • via 174
   6   | LEARN  |  396122  | • via 174
   6   | LEARN  |  396117  | • via 174
   6   | LEARN  |  396106  | • via 174
   6   | LEARN  |  396101  | • via 174
   6   | LEARN  |  396097  | • via 174
   6   | LEARN  |  396085  | • via 174
   6   | LEARN  |  396077  | • via 174
   6   | LEARN  |  396073  | • via 174
   6   | LEARN  |  396063  | • via 174
   6   | LEARN  |  396058  | • via 174
   6   | LEARN  |  396055  | • via 174
   6   | LEARN  |  396053  | • via 174
   6   | LEARN  |  396046  | • via 174
   6   | LEARN  |  396041  | • via 174
   6   | LEARN  |  396026  | • via 174
   6   | LEARN  |  396013  | • via 174
   6   | LEARN  |  396002  | • via 174
   6   | LEARN  |  396000  | • via 174
   6   | LEARN  |  395990  | • via 174
   6   | LEARN  |  395988  | • via 174
   6   | LEARN  |  395965  | • via 174
   6   | LEARN  |  395959  | • via 174
   6   | LEARN  |  395954  | • via 174
   6   | LEARN  |  395952  | • via 174
   6   | LEARN  |  395948  | • via 174
   6   | LEARN  |  395935  | • via 174
   6   | LEARN  |  395924  | • via 174
   6   | LEARN  |  395921  | • via 174
   6   | LEARN  |  395907  | • via 174
   6   | LEARN  |  395892  | • via 174
   6   | LEARN  |  395886  | • via 174
   6   | LEARN  |  395885  | • via 174
   6   | LEARN  |  395880  | • via 174
   6   | LEARN  |  395877  | • via 174
   6   | LEARN  |  395866  | • via 174
   6   | LEARN  |  395854  | • via 174
   6   | LEARN  |  395822  | • via 174
   6   | LEARN  |  395802  | • via 174
   6   | LEARN  |  395792  | • via 174
   6   | LEARN  |  395774  | • via 174
   6   | LEARN  |  395753  | • via 174
   6   | LEARN  |  395748  | • via 174
   6   | LEARN  |  395746  | • via 174
   6   | LEARN  |  395745  | • via 174
   6   | LEARN  |  395743  | • via 174
   6   | LEARN  |  395736  | • via 174
   6   | LEARN  |  395730  | • via 174
   6   | LEARN  |  395723  | • via 174
   6   | LEARN  |  395719  | • via 174
   6   | LEARN  |  395717  | • via 174
   6   | LEARN  |  395697  | • via 174
   6   | LEARN  |  395688  | • via 174
   6   | LEARN  |  395673  | • via 174
   6   | LEARN  |  395668  | • via 174
   6   | LEARN  |  395657  | • via 174
   6   | LEARN  |  395641  | • via 174
   6   | LEARN  |  395610  | • via 174
   6   | LEARN  |  395605  | • via 174
   6   | LEARN  |  395603  | • via 174
   6   | LEARN  |  395598  | • via 174
   6   | LEARN  |  395597  | • via 174
   6   | LEARN  |  395579  | • via 174
   6   | LEARN  |  395570  | • via 174
   6   | LEARN  |  395567  | • via 174
   6   | LEARN  |  395565  | • via 174
   6   | LEARN  |  395554  | • via 174
   6   | LEARN  |  395540  | • via 174
   6   | LEARN  |  395538  | • via 174
   6   | LEARN  |  395535  | • via 174
   6   | LEARN  |  395534  | • via 174
   6   | LEARN  |  395528  | • via 174
   6   | LEARN  |  395518  | • via 174
   6   | LEARN  |  395513  | • via 174
   6   | LEARN  |  395512  | • via 174
   6   | LEARN  |  395507  | • via 174
   6   | LEARN  |  395505  | • via 174
   6   | LEARN  |  395502  | • via 174
   6   | LEARN  |  395495  | • via 174
   6   | LEARN  |  395479  | • via 174
   6   | LEARN  |  395478  | • via 174
   6   | LEARN  |  395474  | • via 174
   6   | LEARN  |  395466  | • via 174
   6   | LEARN  |  395461  | • via 174
   6   | LEARN  |  395436  | • via 174
   6   | LEARN  |  395434  | • via 174
   6   | LEARN  |  395425  | • via 174
   6   | LEARN  |  395415  | • via 174
   6   | LEARN  |  395412  | • via 174
   6   | LEARN  |  395411  | • via 174
   6   | LEARN  |  395408  | • via 174
   6   | LEARN  |  395392  | • via 174
   6   | LEARN  |  395390  | • via 174
   6   | LEARN  |  395388  | • via 174
   6   | LEARN  |  395379  | • via 174
   6   | LEARN  |  395371  | • via 174
   6   | LEARN  |  395362  | • via 174
   6   | LEARN  |  395359  | • via 174
   6   | LEARN  |  395354  | • via 174
   6   | LEARN  |  395348  | • via 174
   6   | LEARN  |  395344  | • via 174
   6   | LEARN  |  395321  | • via 174
   6   | LEARN  |  395314  | • via 174
   6   | LEARN  |  395309  | • via 174
   6   | LEARN  |  395301  | • via 174
   6   | LEARN  |  395282  | • via 174
   6   | LEARN  |  395266  | • via 174
   6   | LEARN  |  395252  | • via 174
   6   | LEARN  |  395247  | • via 174
   6   | LEARN  |  395214  | • via 174
   6   | LEARN  |  395213  | • via 174
   6   | LEARN  |  395193  | • via 174
   6   | LEARN  |  395189  | • via 174
   6   | LEARN  |  395177  | • via 174
   6   | LEARN  |  395160  | • via 174
   6   | LEARN  |  395148  | • via 174
   6   | LEARN  |  395146  | • via 174
   6   | LEARN  |  395135  | • via 174
   6   | LEARN  |  395127  | • via 174
   6   | LEARN  |  395122  | • via 174
   6   | LEARN  |  395111  | • via 174
   6   | LEARN  |  395096  | • via 174
   6   | LEARN  |  395088  | • via 174
   6   | LEARN  |  395085  | • via 174
   6   | LEARN  |  395082  | • via 174
   6   | LEARN  |  395068  | • via 174
   6   | LEARN  |  395060  | • via 174
   6   | LEARN  |  395047  | • via 174
   6   | LEARN  |  395029  | • via 174
   6   | LEARN  |  395021  | • via 174
   6   | LEARN  |  395019  | • via 174
   6   | LEARN  |  395014  | • via 174
   6   | LEARN  |  395003  | • via 174
   6   | LEARN  |  395000  | • via 174
   6   | LEARN  |  394997  | • via 174
   6   | LEARN  |  394996  | • via 174
   6   | LEARN  |  394993  | • via 174
   6   | LEARN  |  394991  | • via 174
   6   | LEARN  |  394984  | • via 174
   6   | LEARN  |  394977  | • via 174
   6   | LEARN  |  394975  | • via 174
   6   | LEARN  |  394973  | • via 174
   6   | LEARN  |  394972  | • via 174
   6   | LEARN  |  394968  | • via 174
   6   | LEARN  |  394957  | • via 174
   6   | LEARN  |  394950  | • via 174
   6   | LEARN  |  394936  | • via 174
   6   | LEARN  |  394933  | • via 174
   6   | LEARN  |  394922  | • via 174
   6   | LEARN  |  394901  | • via 174
   6   | LEARN  |  394883  | • via 174
   6   | LEARN  |  394876  | • via 174
   6   | LEARN  |  394875  | • via 174
   6   | LEARN  |  394871  | • via 174
   6   | LEARN  |  394869  | • via 174
   6   | LEARN  |  394862  | • via 174
   6   | LEARN  |  394855  | • via 174
   6   | LEARN  |  394851  | • via 174
   6   | LEARN  |  394844  | • via 174
   6   | LEARN  |  394837  | • via 174
   6   | LEARN  |  394830  | • via 174
   6   | LEARN  |  394821  | • via 174
   6   | LEARN  |  394814  | • via 174
   6   | LEARN  |  394804  | • via 174
   6   | LEARN  |  394803  | • via 174
   6   | LEARN  |  394775  | • via 174
   6   | LEARN  |  394771  | • via 174
   6   | LEARN  |  394765  | • via 174
   6   | LEARN  |  394759  | • via 174
   6   | LEARN  |  394756  | • via 174
   6   | LEARN  |  394740  | • via 174
   6   | LEARN  |  394735  | • via 174
   6   | LEARN  |  394721  | • via 174
   6   | LEARN  |  394717  | • via 174
   6   | LEARN  |  394695  | • via 174
   6   | LEARN  |  394685  | • via 174
   6   | LEARN  |  394680  | • via 174
   6   | LEARN  |  394678  | • via 174
   6   | LEARN  |  394675  | • via 174
   6   | LEARN  |  394661  | • via 174
   6   | LEARN  |  394651  | • via 174
   6   | LEARN  |  394634  | • via 174
   6   | LEARN  |  394601  | • via 174
   6   | LEARN  |  394569  | • via 174
   6   | LEARN  |  394565  | • via 174
   6   | LEARN  |  394563  | • via 174
   6   | LEARN  |  394559  | • via 174
   6   | LEARN  |  394557  | • via 174
   6   | LEARN  |  394545  | • via 174
   6   | LEARN  |  394517  | • via 174
   6   | LEARN  |  394511  | • via 174
   6   | LEARN  |  394506  | • via 174
   6   | LEARN  |  394491  | • via 174
   6   | LEARN  |  394472  | • via 174
   6   | LEARN  |  394459  | • via 174
   6   | LEARN  |  394449  | • via 174
   6   | LEARN  |  394442  | • via 174
   6   | LEARN  |  394437  | • via 174
   6   | LEARN  |  394434  | • via 174
   6   | LEARN  |  394427  | • via 174
   6   | LEARN  |  394396  | • via 174
   6   | LEARN  |  394382  | • via 174
   6   | LEARN  |  394381  | • via 174
   6   | LEARN  |  394380  | • via 174
   6   | LEARN  |  394370  | • via 174
   6   | LEARN  |  394368  | • via 174
   6   | LEARN  |  394367  | • via 174
   6   | LEARN  |  394356  | • via 174
   6   | LEARN  |  394346  | • via 174
   6   | LEARN  |  394342  | • via 174
   6   | LEARN  |  394333  | • via 174
   6   | LEARN  |  394308  | • via 174
   6   | LEARN  |  394295  | • via 174
   6   | LEARN  |  394284  | • via 174
   6   | LEARN  |  394280  | • via 174
   6   | LEARN  |  394275  | • via 174
   6   | LEARN  |  394274  | • via 174
   6   | LEARN  |  394265  | • via 174
   6   | LEARN  |  394256  | • via 174
   6   | LEARN  |  394251  | • via 174
   6   | LEARN  |  394244  | • via 174
   6   | LEARN  |  394240  | • via 174
   6   | LEARN  |  394235  | • via 174
   6   | LEARN  |  394233  | • via 174
   6   | LEARN  |  394232  | • via 174
   6   | LEARN  |  394229  | • via 174
   6   | LEARN  |  394225  | • via 174
   6   | LEARN  |  394213  | • via 174
   6   | LEARN  |  394210  | • via 174
   6   | LEARN  |  394205  | • via 174
   6   | LEARN  |  394187  | • via 174
   6   | LEARN  |  394183  | • via 174
   6   | LEARN  |  394178  | • via 174
   6   | LEARN  |  394164  | • via 174
   6   | LEARN  |  394163  | • via 174
   6   | LEARN  |  394161  | • via 174
   6   | LEARN  |  394151  | • via 174
   6   | LEARN  |  394140  | • via 174
   6   | LEARN  |  394132  | • via 174
   6   | LEARN  |  394127  | • via 174
   6   | LEARN  |  394123  | • via 174
   6   | LEARN  |  394122  | • via 174
   6   | LEARN  |  394118  | • via 174
   6   | LEARN  |  394110  | • via 174
   6   | LEARN  |  394109  | • via 174
   6   | LEARN  |  394108  | • via 174
   6   | LEARN  |  394098  | • via 174
   6   | LEARN  |  394093  | • via 174
   6   | LEARN  |  394086  | • via 174
   6   | LEARN  |  394085  | • via 174
   6   | LEARN  |  394065  | • via 174
   6   | LEARN  |  394053  | • via 174
   6   | LEARN  |  394027  | • via 174
   6   | LEARN  |  394019  | • via 174
   6   | LEARN  |  394012  | • via 174
   6   | LEARN  |  394011  | • via 174
   6   | LEARN  |  394005  | • via 174
   6   | LEARN  |  394002  | • via 174
   6   | LEARN  |  393989  | • via 174
   6   | LEARN  |  393969  | • via 174
   6   | LEARN  |  393960  | • via 174
   6   | LEARN  |  393950  | • via 174
   6   | LEARN  |  393947  | • via 174
   6   | LEARN  |  393929  | • via 174
   6   | LEARN  |  393925  | • via 174
   6   | LEARN  |  393914  | • via 174
   6   | LEARN  |  393911  | • via 174
   6   | LEARN  |  393909  | • via 174
   6   | LEARN  |  393892  | • via 174
   6   | LEARN  |  393891  | • via 174
   6   | LEARN  |  393886  | • via 174
